id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
Imagine Dragons|||Burn Out|||50|||5,Imagine Dragons,Burn Out,"It's just another downpour, don't let it get the best of you
It's only up from the floor, light everything inside of you
I don't wanna let you go, I don't wanna let you go
Don't burn out, don't burn out on me
I don't wanna let you go, I don't wanna let you go
Don't burn out, don't burn out on me
<\Lyric>```",Imagine Dragons|||Burn Out|||50,5,caring,disapproval,annoyance,"[{'label': 'neutral', 'score': 0.5257068276405334}, {'label': 'caring', 'score': 0.39379823207855225}, {'label': 'disapproval', 'score': 0.09157063812017441}, {'label': 'annoyance', 'score': 0.08316615968942642}, {'label': 'anger', 'score': 0.0758180096745491}, {'label': 'approval', 'score': 0.02715694159269333}]"
Imagine Dragons|||Love|||51|||0,Imagine Dragons,Love,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Love <\Song title>
<Lyric> 
It's been a long time comin’, comin'
Seeming like we all been runnin', runnin’
Feeling like the wild west, gunnin', gunnin'
Listen to our elders shunnin', shunnin'
Flipping on the news beat talkin', talkin'
All about the problems, shockin', shockin’
We put on our headphones walking, walking
We put on our headphones",Imagine Dragons|||Love|||51,0,realization,approval,annoyance,"[{'label': 'neutral', 'score': 0.9214299321174622}, {'label': 'realization', 'score': 0.027270887047052383}, {'label': 'approval', 'score': 0.017588267102837563}, {'label': 'annoyance', 'score': 0.014288017526268959}, {'label': 'surprise', 'score': 0.00866350345313549}, {'label': 'excitement', 'score': 0.008322423323988914}]"
Imagine Dragons|||Love|||51|||1,Imagine Dragons,Love,"Where did we all go wrong?
Love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Where did we all, where did we all go wrong?",Imagine Dragons|||Love|||51,1,love,curiosity,confusion,"[{'label': 'love', 'score': 0.7125569581985474}, {'label': 'curiosity', 'score': 0.48171234130859375}, {'label': 'confusion', 'score': 0.4506741464138031}, {'label': 'sadness', 'score': 0.04034838825464249}, {'label': 'disappointment', 'score': 0.035494763404130936}, {'label': 'neutral', 'score': 0.0311574786901474}]"
Imagine Dragons|||Love|||51|||2,Imagine Dragons,Love,"All we see is faces, color, color
All the other races, other, other
Why can’t you just be my brother, brother?
We don't have to kill one another, kill one another
All around the world, we are one, we are one
All around the world, we are one",Imagine Dragons|||Love|||51,2,approval,curiosity,annoyance,"[{'label': 'neutral', 'score': 0.7783156037330627}, {'label': 'approval', 'score': 0.16823412477970123}, {'label': 'curiosity', 'score': 0.03181324526667595}, {'label': 'annoyance', 'score': 0.02168162912130356}, {'label': 'realization', 'score': 0.020047659054398537}, {'label': 'confusion', 'score': 0.019549135118722916}]"
Imagine Dragons|||Love|||51|||3,Imagine Dragons,Love,"So where did we all go wrong?
Love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Where did we all, where did we all go wrong?
Love, love, love
(It’s darkest before the dawn)
Lo-lo-lo-love, love, love
(Love is our only hope)
Lo-lo-lo-love, love, love
Lo-lo-lo-love, love, love
Where did we all, where did we all go wrong?",Imagine Dragons|||Love|||51,3,love,curiosity,confusion,"[{'label': 'love', 'score': 0.8121435642242432}, {'label': 'curiosity', 'score': 0.47353264689445496}, {'label': 'confusion', 'score': 0.3667217791080475}, {'label': 'sadness', 'score': 0.05206279829144478}, {'label': 'disappointment', 'score': 0.03660903498530388}, {'label': 'neutral', 'score': 0.03162269666790962}]"
Imagine Dragons|||Love|||51|||4,Imagine Dragons,Love,"'Cause we got the same blood, blood
We got the same blood, blood
Will it be enough, 'nough?
Will it be enough?
We got the same heartbeat
We're living for the same dream
We got the same bloodstream
Where did we all go wrong?
Woo",Imagine Dragons|||Love|||51,4,curiosity,confusion,surprise,"[{'label': 'curiosity', 'score': 0.36226505041122437}, {'label': 'neutral', 'score': 0.34525731205940247}, {'label': 'confusion', 'score': 0.1312456727027893}, {'label': 'surprise', 'score': 0.06975216418504715}, {'label': 'realization', 'score': 0.046485550701618195}, {'label': 'approval', 'score': 0.03700484335422516}]"
Imagine Dragons|||Love|||51|||5,Imagine Dragons,Love,"Where did we all, where did we all go wrong?
Love, love, love, love
(It’s darkest before the dawn)
Lo-lo-lo-love, love, love
(Love is our only hope)
Lo-lo-lo-love, love, love, oh
Lo-lo-lo-love, love, love",Imagine Dragons|||Love|||51,5,love,curiosity,confusion,"[{'label': 'love', 'score': 0.9083329439163208}, {'label': 'curiosity', 'score': 0.3320055305957794}, {'label': 'confusion', 'score': 0.18621110916137695}, {'label': 'neutral', 'score': 0.04037198796868324}, {'label': 'optimism', 'score': 0.032194554805755615}, {'label': 'sadness', 'score': 0.03000737354159355}]"
Imagine Dragons|||Love|||51|||6,Imagine Dragons,Love,"Where did we all, where did we all go wrong?
Where did we all, where did we all?
Where did we all, where did we all? (Oh)
Where did we all, where did we all?
Where did we all, where did we all go wrong?
Love, love, love
Where did we all, where did we all?
Lo-lo-lo-love, love, love
Where did we all, where did we all?
Lo-lo-lo-love, love, love
Where did we all, where did we all go wrong?
<\Lyric>```",Imagine Dragons|||Love|||51,6,curiosity,confusion,love,"[{'label': 'curiosity', 'score': 0.6006546020507812}, {'label': 'confusion', 'score': 0.49513646960258484}, {'label': 'love', 'score': 0.2926414906978607}, {'label': 'neutral', 'score': 0.08530520647764206}, {'label': 'disappointment', 'score': 0.019185246899724007}, {'label': 'sadness', 'score': 0.01868615858256817}]"
Imagine Dragons|||Lonely|||52|||0,Imagine Dragons,Lonely,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Lonely <\Song title>
<Lyric> 
Sometimes, I can get a little
I can get a little lonely
Sometimes, I can get a little
I can get a little lonely",Imagine Dragons|||Lonely|||52,0,sadness,disappointment,realization,"[{'label': 'sadness', 'score': 0.7700055241584778}, {'label': 'disappointment', 'score': 0.19008295238018036}, {'label': 'neutral', 'score': 0.09489070624113083}, {'label': 'realization', 'score': 0.017023593187332153}, {'label': 'annoyance', 'score': 0.015869924798607826}, {'label': 'approval', 'score': 0.014002447947859764}]"
Imagine Dragons|||Lonely|||52|||1,Imagine Dragons,Lonely,"Some nights I get a little lonely
It's even when there's people all around me
Sometimes I get a little anxious
'Cause these pills don't work the way the doctor played it",Imagine Dragons|||Lonely|||52,1,nervousness,sadness,disappointment,"[{'label': 'nervousness', 'score': 0.4088451862335205}, {'label': 'sadness', 'score': 0.23257210850715637}, {'label': 'disappointment', 'score': 0.10907679051160812}, {'label': 'neutral', 'score': 0.06305082887411118}, {'label': 'fear', 'score': 0.0510948970913887}, {'label': 'caring', 'score': 0.03360549360513687}]"
Imagine Dragons|||Lonely|||52|||2,Imagine Dragons,Lonely,"I'm startin' to spin, needles and pins
Right on the brim, hand on a limb, takin' it in
Sleep it away, life in a day, no, day in a life
Mixin' it up, checkin' it twice
Tryin' to breathe, startin' to seize
Lights, camera, action and scene
Story of my life",Imagine Dragons|||Lonely|||52,2,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.962547779083252}, {'label': 'approval', 'score': 0.018633577972650528}, {'label': 'realization', 'score': 0.015391022898256779}, {'label': 'annoyance', 'score': 0.007580921053886414}, {'label': 'confusion', 'score': 0.004414749331772327}, {'label': 'disapproval', 'score': 0.004287878051400185}]"
Imagine Dragons|||Lonely|||52|||3,Imagine Dragons,Lonely,"Oh, love (Sometimes, I can get a little)
Have mercy (I can get a little lonely)
On me (Sometimes, I can get a little)
And keep me company (I can get a little lonely)
I said oh, love (Sometimes, I can get a little)
Have mercy (I can get a little lonely)
On me (Sometimes, I can get a little)
And keep me company (I can get a little lonely)
I said—",Imagine Dragons|||Lonely|||52,3,love,caring,sadness,"[{'label': 'love', 'score': 0.6778491735458374}, {'label': 'caring', 'score': 0.3376733958721161}, {'label': 'sadness', 'score': 0.2197004109621048}, {'label': 'neutral', 'score': 0.10754244029521942}, {'label': 'desire', 'score': 0.050685349851846695}, {'label': 'approval', 'score': 0.03176500275731087}]"
Imagine Dragons|||Lonely|||52|||4,Imagine Dragons,Lonely,"Sometimes, I smile to keep things easy
I hide in corners, hope that no one sees me",Imagine Dragons|||Lonely|||52,4,optimism,joy,desire,"[{'label': 'optimism', 'score': 0.45696625113487244}, {'label': 'neutral', 'score': 0.4022154211997986}, {'label': 'joy', 'score': 0.08323721587657928}, {'label': 'desire', 'score': 0.06402847170829773}, {'label': 'caring', 'score': 0.051602840423583984}, {'label': 'approval', 'score': 0.028497468680143356}]"
Imagine Dragons|||Lonely|||52|||5,Imagine Dragons,Lonely,"So I'm playin' the role, ridin' the bull, stuck in a hole
Takin' a bow, lookin' so proud
Look at me now, talkin' about pills in my mouth
Under the tongue, isn't it fun?
Tryin' to breathe, startin' to seize
Lights, camera, action and scene
Story of my life, oh-oh",Imagine Dragons|||Lonely|||52,5,excitement,admiration,joy,"[{'label': 'neutral', 'score': 0.26015153527259827}, {'label': 'excitement', 'score': 0.1560879349708557}, {'label': 'admiration', 'score': 0.12540628015995026}, {'label': 'joy', 'score': 0.12320743501186371}, {'label': 'approval', 'score': 0.08031056076288223}, {'label': 'pride', 'score': 0.05397917330265045}]"
Imagine Dragons|||Lonely|||52|||6,Imagine Dragons,Lonely,"Oh, love (Sometimes, I can get a little)
Have mercy (I can get a little lonely)
On me (Sometimes, I can get a little)
And keep me company (I can get a little lonely)
I said oh, love (Sometimes, I can get a little)
Have mercy (I can get a little lonely)
On me (Sometimes, I can get a little)
And keep me company (I can get a little lonely)",Imagine Dragons|||Lonely|||52,6,love,caring,sadness,"[{'label': 'love', 'score': 0.6879242062568665}, {'label': 'caring', 'score': 0.33596307039260864}, {'label': 'sadness', 'score': 0.2629537880420685}, {'label': 'neutral', 'score': 0.08413930982351303}, {'label': 'desire', 'score': 0.051148802042007446}, {'label': 'approval', 'score': 0.03307376429438591}]"
Imagine Dragons|||Lonely|||52|||7,Imagine Dragons,Lonely,"I said, ""Oh, love"" (Keep me company, I said, help keep me company, I said)
Have mercy (Help keep me company, I said, oh, love)
Oh, love, can you please have mercy on me? (Keep me company, I said, help keep me company, I said)
Can you keep me company? (Help keep me company, I said, help)
L-O-N-E-L-Why am I so lonely?",Imagine Dragons|||Lonely|||52,7,sadness,love,curiosity,"[{'label': 'sadness', 'score': 0.4416676163673401}, {'label': 'love', 'score': 0.4017390310764313}, {'label': 'curiosity', 'score': 0.28800320625305176}, {'label': 'caring', 'score': 0.24689240753650665}, {'label': 'disappointment', 'score': 0.07511238008737564}, {'label': 'remorse', 'score': 0.06996729969978333}]"
Imagine Dragons|||Lonely|||52|||8,Imagine Dragons,Lonely,"Oh, love (Sometimes, I can get a little)
Have mercy (I can get a little lonely)
(Keep me company, I said, help keep me company, I said)
On me (Sometimes, I can get a little)
And keep me company (I can get a little lonely)
(Help keep me company, I said, oh, love)
I said, oh, love (Sometimes, I can get a little)
Have mercy (I can get a little lonely)
(Keep me company, I said, help keep me company, I said)
On me (Sometimes, I can get a little)
And keep me company (I can get a little lonely)
(Help keep me company, I said, oh, love)
I said, oh l—
<\Lyric>```",Imagine Dragons|||Lonely|||52,8,love,caring,sadness,"[{'label': 'love', 'score': 0.6629939675331116}, {'label': 'caring', 'score': 0.44202864170074463}, {'label': 'sadness', 'score': 0.17918595671653748}, {'label': 'neutral', 'score': 0.10022283345460892}, {'label': 'desire', 'score': 0.03814315050840378}, {'label': 'approval', 'score': 0.03343156352639198}]"
Imagine Dragons|||Start Over|||53|||0,Imagine Dragons,Start Over,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Start Over <\Song title>
<Lyric> 
Clenched teeth, no words
All this distance taking its toll
Speaking volumes
Silence screaming over your words",Imagine Dragons|||Start Over|||53,0,annoyance,sadness,disappointment,"[{'label': 'neutral', 'score': 0.8130082488059998}, {'label': 'annoyance', 'score': 0.10756103694438934}, {'label': 'sadness', 'score': 0.04775147885084152}, {'label': 'disappointment', 'score': 0.039654843509197235}, {'label': 'anger', 'score': 0.019263416528701782}, {'label': 'disgust', 'score': 0.015973610803484917}]"
Imagine Dragons|||Start Over|||53|||1,Imagine Dragons,Start Over,"I never did you right, I know that
Too many sleepless nights, I own that
I said it time and time, I know that
I wanna try again",Imagine Dragons|||Start Over|||53,1,desire,disappointment,optimism,"[{'label': 'desire', 'score': 0.3465515971183777}, {'label': 'disappointment', 'score': 0.1879972219467163}, {'label': 'optimism', 'score': 0.16433028876781464}, {'label': 'neutral', 'score': 0.1184854656457901}, {'label': 'annoyance', 'score': 0.056262191385030746}, {'label': 'approval', 'score': 0.056218139827251434}]"
Imagine Dragons|||Start Over|||53|||2,Imagine Dragons,Start Over,"Can we start over?
Can we start over?
Can we start over
Before it's over, over?",Imagine Dragons|||Start Over|||53,2,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.5673314332962036}, {'label': 'curiosity', 'score': 0.3711400330066681}, {'label': 'confusion', 'score': 0.3549630343914032}, {'label': 'approval', 'score': 0.009691217914223671}, {'label': 'annoyance', 'score': 0.007946613244712353}, {'label': 'realization', 'score': 0.006141874939203262}]"
Imagine Dragons|||Start Over|||53|||3,Imagine Dragons,Start Over,"Cold nights, cold sheets
One more lonely empty hotel room
What I'd give to
Find my way back into you",Imagine Dragons|||Start Over|||53,3,sadness,disappointment,desire,"[{'label': 'neutral', 'score': 0.4800764322280884}, {'label': 'sadness', 'score': 0.27625012397766113}, {'label': 'disappointment', 'score': 0.2529960572719574}, {'label': 'desire', 'score': 0.10046359151601791}, {'label': 'annoyance', 'score': 0.03886352851986885}, {'label': 'realization', 'score': 0.015188584104180336}]"
Imagine Dragons|||Start Over|||53|||4,Imagine Dragons,Start Over,"I never did you right, and I know that
Too many sleepless nights, I own that
I said it time and time, I know that
I wanna try again",Imagine Dragons|||Start Over|||53,4,desire,optimism,disappointment,"[{'label': 'desire', 'score': 0.4017375111579895}, {'label': 'optimism', 'score': 0.1717611402273178}, {'label': 'neutral', 'score': 0.15734192728996277}, {'label': 'disappointment', 'score': 0.12894143164157867}, {'label': 'approval', 'score': 0.07566956430673599}, {'label': 'annoyance', 'score': 0.042282529175281525}]"
Imagine Dragons|||Start Over|||53|||5,Imagine Dragons,Start Over,"Can we start over?
Can we start over?
Can we start over
Before it's over, over?
Can we start over?
Can we get closer?
Can we start over
Before it's over, over?",Imagine Dragons|||Start Over|||53,5,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.5274842381477356}, {'label': 'curiosity', 'score': 0.4147000014781952}, {'label': 'confusion', 'score': 0.3668806552886963}, {'label': 'approval', 'score': 0.009358661249279976}, {'label': 'annoyance', 'score': 0.006678297184407711}, {'label': 'realization', 'score': 0.006538251414895058}]"
Imagine Dragons|||Start Over|||53|||6,Imagine Dragons,Start Over,"Come alive, come alive, come alive again
Come alive, come alive, come alive again
Come alive, come alive, come alive again
Come alive, come alive, come alive again",Imagine Dragons|||Start Over|||53,6,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.9589548110961914}, {'label': 'approval', 'score': 0.01466155331581831}, {'label': 'realization', 'score': 0.006489176768809557}, {'label': 'annoyance', 'score': 0.0045736427418887615}, {'label': 'excitement', 'score': 0.004000971559435129}, {'label': 'confusion', 'score': 0.00386394327506423}]"
Imagine Dragons|||Start Over|||53|||7,Imagine Dragons,Start Over,"Can we start, can we start over?
Can we start over?
Can we start over
Before it's over, over?
Can we start over?
(Come alive, come alive, come alive again)
Can we get closer?
(Come alive, come alive, come alive again)
Can we start over
(Come alive, come alive, come alive again)
Before it's over, over?
(Come alive, come alive, come alive again)
<\Lyric>```",Imagine Dragons|||Start Over|||53,7,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.7009067535400391}, {'label': 'curiosity', 'score': 0.3222074508666992}, {'label': 'confusion', 'score': 0.2111176997423172}, {'label': 'approval', 'score': 0.01359699759632349}, {'label': 'realization', 'score': 0.007475806400179863}, {'label': 'annoyance', 'score': 0.005566864740103483}]"
Imagine Dragons|||Tiptoe|||54|||0,Imagine Dragons,Tiptoe,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Tiptoe <\Song title>
<Lyric> 
In the morning light, let my roots take flight
Watch me fall above like a vicious dove
They don't see me come, who can blame them?
They never seem to catch my eye, but I've never wondered why",Imagine Dragons|||Tiptoe|||54,0,curiosity,surprise,confusion,"[{'label': 'neutral', 'score': 0.41976451873779297}, {'label': 'curiosity', 'score': 0.23472054302692413}, {'label': 'surprise', 'score': 0.21504831314086914}, {'label': 'confusion', 'score': 0.16839462518692017}, {'label': 'disappointment', 'score': 0.05562853068113327}, {'label': 'annoyance', 'score': 0.047959793359041214}]"
Imagine Dragons|||Tiptoe|||54|||1,Imagine Dragons,Tiptoe,"I won't fall asleep
I won't fall asleep",Imagine Dragons|||Tiptoe|||54,1,disapproval,approval,annoyance,"[{'label': 'neutral', 'score': 0.8900048136711121}, {'label': 'disapproval', 'score': 0.09813279658555984}, {'label': 'approval', 'score': 0.029983684420585632}, {'label': 'annoyance', 'score': 0.014080609194934368}, {'label': 'realization', 'score': 0.01112362276762724}, {'label': 'optimism', 'score': 0.004238349851220846}]"
Imagine Dragons|||Tiptoe|||54|||2,Imagine Dragons,Tiptoe,"Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher",Imagine Dragons|||Tiptoe|||54,2,approval,caring,realization,"[{'label': 'neutral', 'score': 0.8176279067993164}, {'label': 'approval', 'score': 0.10886984318494797}, {'label': 'caring', 'score': 0.09552078694105148}, {'label': 'realization', 'score': 0.0085695656016469}, {'label': 'annoyance', 'score': 0.007616162765771151}, {'label': 'optimism', 'score': 0.007615161128342152}]"
Imagine Dragons|||Tiptoe|||54|||3,Imagine Dragons,Tiptoe,"From your slanted view, see the morning dew
Sink into the soil, watch the water boil
They won't see me run, who can blame them?
They never look to see me fly, so I've never had to lie",Imagine Dragons|||Tiptoe|||54,3,disapproval,annoyance,disappointment,"[{'label': 'neutral', 'score': 0.7050080299377441}, {'label': 'disapproval', 'score': 0.08801548182964325}, {'label': 'annoyance', 'score': 0.08402248471975327}, {'label': 'disappointment', 'score': 0.053772974759340286}, {'label': 'confusion', 'score': 0.037372663617134094}, {'label': 'curiosity', 'score': 0.022655358538031578}]"
Imagine Dragons|||Tiptoe|||54|||4,Imagine Dragons,Tiptoe,"Nobody else
Nobody else
Nobody else can take me higher
Nobody else can take me higher
Nobody else can take me higher
Nobody else",Imagine Dragons|||Tiptoe|||54,4,disapproval,approval,annoyance,"[{'label': 'neutral', 'score': 0.963873028755188}, {'label': 'disapproval', 'score': 0.01533736102283001}, {'label': 'approval', 'score': 0.011923597194254398}, {'label': 'annoyance', 'score': 0.010748662054538727}, {'label': 'realization', 'score': 0.005949853453785181}, {'label': 'disappointment', 'score': 0.003735386300832033}]"
Imagine Dragons|||Tiptoe|||54|||5,Imagine Dragons,Tiptoe,"Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher
<\Lyric>```",Imagine Dragons|||Tiptoe|||54,5,approval,caring,annoyance,"[{'label': 'neutral', 'score': 0.8915631771087646}, {'label': 'approval', 'score': 0.07834449410438538}, {'label': 'caring', 'score': 0.03968638926744461}, {'label': 'annoyance', 'score': 0.008622192777693272}, {'label': 'realization', 'score': 0.008554212749004364}, {'label': 'optimism', 'score': 0.00531010190024972}]"
Imagine Dragons|||Hopeless Opus|||55|||0,Imagine Dragons,Hopeless Opus,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Hopeless Opus <\Song title>
<Lyric> 
Hey, Mr. Cage Man
Let me get a fresh breath
Cherry bomb, headstrong
I could fake my own death
Hey, Mr. Fate Man
Shuffle me a ninth life
I've been wrong, go long
Throwin' me a sharp right",Imagine Dragons|||Hopeless Opus|||55,0,annoyance,realization,disappointment,"[{'label': 'neutral', 'score': 0.8625059723854065}, {'label': 'annoyance', 'score': 0.06472998112440109}, {'label': 'realization', 'score': 0.031721699982881546}, {'label': 'disappointment', 'score': 0.029265321791172028}, {'label': 'approval', 'score': 0.01257765106856823}, {'label': 'embarrassment', 'score': 0.010180468671023846}]"
Imagine Dragons|||Hopeless Opus|||55|||1,Imagine Dragons,Hopeless Opus,"It's not a picture-perfect life
Not what I had in mind
Let me write my own line",Imagine Dragons|||Hopeless Opus|||55,1,disapproval,annoyance,disappointment,"[{'label': 'disapproval', 'score': 0.7882247567176819}, {'label': 'neutral', 'score': 0.1558733433485031}, {'label': 'annoyance', 'score': 0.09886553883552551}, {'label': 'disappointment', 'score': 0.07218100875616074}, {'label': 'approval', 'score': 0.023781832307577133}, {'label': 'realization', 'score': 0.017894260585308075}]"
Imagine Dragons|||Hopeless Opus|||55|||2,Imagine Dragons,Hopeless Opus,"I've got this place
That I've filled with empty space
Oh, I'm trying not to face what I've done
My hopeless opus
I'm in this race, and
I'm hoping just to place
Oh, I'm trying not to face what's become of me
My hopeless opus",Imagine Dragons|||Hopeless Opus|||55,2,disappointment,sadness,disapproval,"[{'label': 'disappointment', 'score': 0.6100196242332458}, {'label': 'neutral', 'score': 0.2030167430639267}, {'label': 'sadness', 'score': 0.09585889428853989}, {'label': 'disapproval', 'score': 0.08157701790332794}, {'label': 'optimism', 'score': 0.06847210228443146}, {'label': 'annoyance', 'score': 0.06795095652341843}]"
Imagine Dragons|||Hopeless Opus|||55|||3,Imagine Dragons,Hopeless Opus,"Hey, Mr. Safe Man
Hustle me an okay
I could slide, take a dive
Take it for the home team
Hey, Mr. Post Man
Slip me one more green note
I've been low, hit the floor
Looking just to make broke",Imagine Dragons|||Hopeless Opus|||55,3,annoyance,approval,anger,"[{'label': 'neutral', 'score': 0.966996967792511}, {'label': 'annoyance', 'score': 0.014118782244622707}, {'label': 'approval', 'score': 0.011154827661812305}, {'label': 'anger', 'score': 0.005587280262261629}, {'label': 'realization', 'score': 0.004359736107289791}, {'label': 'caring', 'score': 0.0038417698815464973}]"
Imagine Dragons|||Hopeless Opus|||55|||4,Imagine Dragons,Hopeless Opus,"It's not a picture perfect life
Not what I had in mind
Let me write my own line",Imagine Dragons|||Hopeless Opus|||55,4,disapproval,annoyance,disappointment,"[{'label': 'disapproval', 'score': 0.74776691198349}, {'label': 'neutral', 'score': 0.2232365757226944}, {'label': 'annoyance', 'score': 0.09602896869182587}, {'label': 'disappointment', 'score': 0.07196323573589325}, {'label': 'approval', 'score': 0.02549881674349308}, {'label': 'realization', 'score': 0.01976744458079338}]"
Imagine Dragons|||Hopeless Opus|||55|||5,Imagine Dragons,Hopeless Opus,"Hey mister c-, Hey, hey mister, hey Mr. Cage Man
Cherry bomb (Margana na si ereht)
Let me ch-ch-ch cherry bomb
Ch-ch-ch-ch-ch-ch cherry bomb
<\Lyric>```",Imagine Dragons|||Hopeless Opus|||55,5,excitement,approval,joy,"[{'label': 'neutral', 'score': 0.9561807513237}, {'label': 'excitement', 'score': 0.0143324825912714}, {'label': 'approval', 'score': 0.012343109585344791}, {'label': 'joy', 'score': 0.010335642844438553}, {'label': 'annoyance', 'score': 0.005827314220368862}, {'label': 'admiration', 'score': 0.004554245620965958}]"
Imagine Dragons|||Hear Me|||56|||0,Imagine Dragons,Hear Me,"```
<Artist name> Imagine Dragons <\Artist>
<Song title> Hear Me <\Song title>
<Lyric> 
Try",Imagine Dragons|||Hear Me|||56,0,approval,annoyance,realization,"[{'label': 'neutral', 'score': 0.9576377868652344}, {'label': 'approval', 'score': 0.02164970152080059}, {'label': 'annoyance', 'score': 0.010451377369463444}, {'label': 'realization', 'score': 0.004788315389305353}, {'label': 'caring', 'score': 0.003010550746694207}, {'label': 'disappointment', 'score': 0.0029389914125204086}]"
Imagine Dragons|||Hear Me|||56|||1,Imagine Dragons,Hear Me,"Try to hear my voice
You can leave, now it's your choice
Maybe if I fall asleep, I won't breathe right
Maybe if I leave tonight, I won't come back",Imagine Dragons|||Hear Me|||56,1,confusion,disapproval,realization,"[{'label': 'neutral', 'score': 0.7459799647331238}, {'label': 'confusion', 'score': 0.13498631119728088}, {'label': 'disapproval', 'score': 0.05522531643509865}, {'label': 'realization', 'score': 0.046950288116931915}, {'label': 'disappointment', 'score': 0.0402429923415184}, {'label': 'optimism', 'score': 0.03486773371696472}]"
Imagine Dragons|||Hear Me|||56|||2,Imagine Dragons,Hear Me,"I said it before, I won't say it again
Love is a game to you, it's not pretend
Maybe if I fall asleep, I won't breathe right",Imagine Dragons|||Hear Me|||56,2,disapproval,approval,love,"[{'label': 'neutral', 'score': 0.22679144144058228}, {'label': 'disapproval', 'score': 0.17758135497570038}, {'label': 'approval', 'score': 0.13765166699886322}, {'label': 'love', 'score': 0.1329529583454132}, {'label': 'confusion', 'score': 0.05810679867863655}, {'label': 'realization', 'score': 0.054911524057388306}]"
Imagine Dragons|||Hear Me|||56|||3,Imagine Dragons,Hear Me,"Can nobody hear me?
I've got a lot that's on my mind
I cannot breathe
Can you hear it too?",Imagine Dragons|||Hear Me|||56,3,curiosity,confusion,annoyance,"[{'label': 'curiosity', 'score': 0.27006766200065613}, {'label': 'neutral', 'score': 0.25680339336395264}, {'label': 'confusion', 'score': 0.22200575470924377}, {'label': 'annoyance', 'score': 0.0622314028441906}, {'label': 'sadness', 'score': 0.05485595762729645}, {'label': 'nervousness', 'score': 0.05320937559008598}]"
Imagine Dragons|||Hear Me|||56|||4,Imagine Dragons,Hear Me,"You kiss and you kiss and you love and you love
You've got a history list and the rest is above
And if you're warm, then you can't relate to me
From the floor to the floor and the sky to the sky
You've got to love and adore and the rest is awry
And if you're warm, then you can't relate to me",Imagine Dragons|||Hear Me|||56,4,love,annoyance,disappointment,"[{'label': 'love', 'score': 0.3665253221988678}, {'label': 'neutral', 'score': 0.17681215703487396}, {'label': 'annoyance', 'score': 0.16242603957653046}, {'label': 'disappointment', 'score': 0.1441049575805664}, {'label': 'disapproval', 'score': 0.1265660971403122}, {'label': 'anger', 'score': 0.05933888256549835}]"
Imagine Dragons|||Hear Me|||56|||5,Imagine Dragons,Hear Me,"I said it before, I won't say it again
Love is a game to you, it's not pretend
Maybe if I fall asleep, I won't breathe right, right, right",Imagine Dragons|||Hear Me|||56,5,approval,love,disapproval,"[{'label': 'neutral', 'score': 0.36217018961906433}, {'label': 'approval', 'score': 0.35354065895080566}, {'label': 'love', 'score': 0.11770544201135635}, {'label': 'disapproval', 'score': 0.07041271775960922}, {'label': 'realization', 'score': 0.04364381730556488}, {'label': 'confusion', 'score': 0.04307573288679123}]"
Imagine Dragons|||Hear Me|||56|||6,Imagine Dragons,Hear Me,"Leave your shoes at the door, baby
I am all you adore, lately
Come with me and we will run away",Imagine Dragons|||Hear Me|||56,6,love,caring,desire,"[{'label': 'neutral', 'score': 0.5827931761741638}, {'label': 'love', 'score': 0.20355404913425446}, {'label': 'caring', 'score': 0.03954269364476204}, {'label': 'desire', 'score': 0.036053065210580826}, {'label': 'anger', 'score': 0.03132861480116844}, {'label': 'annoyance', 'score': 0.022138576954603195}]"
Imagine Dragons|||Hear Me|||56|||7,Imagine Dragons,Hear Me,"Can nobody hear me?
I've got a lot that's on my mind
I cannot breathe
Can you hear it too?
Can nobody hear me?
I've got a lot that's on my mind
I cannot breathe
Can you hear it too?
<\Lyric>```",Imagine Dragons|||Hear Me|||56,7,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.31990087032318115}, {'label': 'curiosity', 'score': 0.24038633704185486}, {'label': 'confusion', 'score': 0.23334772884845734}, {'label': 'annoyance', 'score': 0.06709762662649155}, {'label': 'sadness', 'score': 0.04322074353694916}, {'label': 'disappointment', 'score': 0.03837033361196518}]"
