id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
NF|||Therapy Session|||15|||3,NF,Therapy Session,"What you think about me
—That doesn't worry me
I know I handle some things immaturely
I know that I need to grow in maturity
I ain't gon' walk on these stages, in front of these people
And act like I live my life perfectly
That doesn't work for me
""Christian"" is not the definition of what ""perfect"" means, woo!
I ain't the type to be quiet
I ain't gon' sit here in silence
If I wouldn't say what I say to your face
Then I promise you, I wouldn't say it in private
I am not lyin'
People go off on my page, and I'm tryin' to quit the replyin'
But this is ridiculous
I'm passionate, man, I really mean what I'm writing
You want me to keep it a hundred?
Okay, I'll keep it a hundred
I see a whole lot of talkin' on socials
But honestly, I don't see nothing in public
I kinda love it, yeah
""Why don't you write us some happy raps?
That would be awesome""
""All of your music is moody and dark, Nate""
—Don't get me started (Yeah!)
You wanna know what it's like if you met me in person?
Listen to my verses
This music is not just for people
Who sit in the pews and pray at the churches, nah!
I won't reject it
I don't expect everyone to respect it
I don't expect you to get my perspective
But what you expect from a therapy session?
Huh?",NF|||Therapy Session|||15,3,approval,disapproval,love,"[{'label': 'approval', 'score': 0.3268613815307617}, {'label': 'disapproval', 'score': 0.275779128074646}, {'label': 'love', 'score': 0.156361922621727}, {'label': 'curiosity', 'score': 0.14040641486644745}, {'label': 'annoyance', 'score': 0.10371752828359604}, {'label': 'neutral', 'score': 0.05391369014978409}]"
NF|||Therapy Session|||15|||4,NF,Therapy Session,"I mean, I think sometimes people—they confuse what I'm doin'
I write about life, I write about things that I'm actually dealing with
Something that I'm actually experiencing
This is real for me
Like, this is something that personally helps me as well
I'm not confused about who gave me the gift
God gave me the gift and He gave me the ability to—to do this
And He also gave me this as an outlet
And that's what music is for me
When I feel something, whether it's anger
Um, it's a passion about something—or frustration
Like, this is where I go
This is—this is—that's the whole ""NF Real Music"" thing, man
This is real for me—I need this
This is a therapy for me
<\Lyric>```",NF|||Therapy Session|||15,4,approval,realization,admiration,"[{'label': 'approval', 'score': 0.7504745721817017}, {'label': 'neutral', 'score': 0.22852161526679993}, {'label': 'realization', 'score': 0.08251426368951797}, {'label': 'admiration', 'score': 0.025518139824271202}, {'label': 'caring', 'score': 0.021917587146162987}, {'label': 'joy', 'score': 0.020806943997740746}]"
NF|||LOST|||16|||0,NF,LOST,"```
<Artist name> NF <\Artist>
<Song title> LOST <\Song title>
<Lyric> 
Look
Self-awareness
Pride's a coat and yes, I like to wear it
Buttoned up, don't like to let no air in
With a pair of gloves that I hope doesn't perish
I discovered, though, when I get holes in them
And I let joy in, I'm in higher spirits
My mistakes are like a screamin' parrot
Just repeating lyrics, I can barely bear it
When I'm lost
Road is narrow
I'm lookin' down it like a gun's barrel
Aren't we all searchin' for the serum
That could help us breathe and leave our state of peril?
All of us have made defensive scarecrows
That we scatter 'round our fields and treat like heroes
When they scare away the things that we should cherish
'Cause we're too embarrassed to admit the fear is
That we're lost
Yeah, but what does it matter?
I get so combative, inside of me's a personal canvas
The paint can be splattered, get messy when I start to get rattled
The heart of a savage, I'm quiet when I lurk in the shadows
But somethin' don't add up, I don't wanna be overdramatic
But look at the data, it's obvious that humans are fragile
We tend to get mad at the ones that call us out but the fact is
We need someone that'll be honest when we fly off the handle
I admit I throw a fit when I begin to unravel
Keep my wits, been off the grid but now I'm back in the saddle
My intent is not to rent, I like to own what I value
I could sit here on the fence or maybe pick up the paddle
I like to row against the current, that's the way that I travel
Opposite of what the grain does, got the brain of a rebel
Take initiative, I'm diligent on every level
I never could settle, I like to keep my foot on the pedal, yeah
I'd love to pack arenas and all
But what I really wanna do is learn to handle my thoughts
And put the reins on 'em, show 'em I'm the one that's the boss
And pull 'em back when they get out of hand, I'm breakin' they jaws
I'm takin' the flaws, that told me I could never evolve
Then pull a Bane on 'em, ask 'em, ""Oh, you think you're in charge?""
You oughta know better, ain't no way around it, I'm flawed
The traits that I want, they say I can't afford what it cost",NF|||LOST|||16,0,approval,optimism,curiosity,"[{'label': 'approval', 'score': 0.32081860303878784}, {'label': 'neutral', 'score': 0.24086181819438934}, {'label': 'optimism', 'score': 0.08898370712995529}, {'label': 'curiosity', 'score': 0.08391465246677399}, {'label': 'confusion', 'score': 0.07189280539751053}, {'label': 'realization', 'score': 0.05614003166556358}]"
NF|||LOST|||16|||1,NF,LOST,"But I, manifested this
Failing's how you grow and learn your lessons, kids
Take the worst and try to make the best of it
'Cause when you fail, just know that it's a test and if
You can learn to pick yourself back up again
And train your brain to not be such a pessimist
It's okay to make mistakes, just don't forget that
There's a high road but I skip the exit
When I'm lost (Lost)",NF|||LOST|||16,1,caring,approval,optimism,"[{'label': 'caring', 'score': 0.6518616676330566}, {'label': 'approval', 'score': 0.2784781754016876}, {'label': 'neutral', 'score': 0.19725742936134338}, {'label': 'optimism', 'score': 0.18026962876319885}, {'label': 'realization', 'score': 0.03175564110279083}, {'label': 'admiration', 'score': 0.015245744958519936}]"
NF|||LOST|||16|||2,NF,LOST,"Yeah
When I'm lost
When I'm lost (Lost)
When I'm lost
When I'm lost, lost",NF|||LOST|||16,2,sadness,disappointment,realization,"[{'label': 'sadness', 'score': 0.4961434006690979}, {'label': 'neutral', 'score': 0.46369361877441406}, {'label': 'disappointment', 'score': 0.1266990602016449}, {'label': 'realization', 'score': 0.05940703675150871}, {'label': 'approval', 'score': 0.016684962436556816}, {'label': 'annoyance', 'score': 0.01444648765027523}]"
NF|||LOST|||16|||3,NF,LOST,"Wow, these burdens are heavy
And I'm hopin' it don't bury me
I used to be joyful and skip so merrily
But now I'm too cautious and tip toe carefully
My mind left and it's nowhere to be
Found, am I a big ol' parody?
'Cause it's no fair to me
And now I'm at the point where
I'm spendin' a grand a week on hypnotherapy
Look, I'm tryna wash away my sins
I got a group of loved ones that ain't my friends
And if I ever take an L then they might grin
And they all wanna see me stay in the cage I'm in
So when it come to anybody, there's no trust for no one
Man, so what? My whole plan's to go nuts
My shoulders ready for more shrugs, I'm gon' judge
Anybody tryna enter my circle with no love (Hol' up)
My sanity's gone, I'd rather be torn
From this planet they planted me on, yes, that's a reward
I'm actually bored with havin' a sore heart
It's torn apart from a family that I don't have anymore (Man, hol' up)
I was livin' so oblivious
With millions, it really was a pity, huh? (A pity, huh?)
It's kinda funny what a penny does
Mixed in with a mini buzz (I feel stuck)
Life's got me by the neck, with a blade against it (What?)
Guess I was runnin' late for the train and missed it (What?)
The only thing I feel is pain and vengeance (What?)
So I'ma act out like a ragin' misfit (What?)
And every verse I lay gon' stay sadistic (Yeah)
You wanna hate me? Good, great, terrific (Good)
You'll never see the day where my anger's dismissed
You better go and change your wish list 'cause I",NF|||LOST|||16,3,disappointment,amusement,annoyance,"[{'label': 'disappointment', 'score': 0.28934043645858765}, {'label': 'amusement', 'score': 0.2018100619316101}, {'label': 'annoyance', 'score': 0.15154583752155304}, {'label': 'sadness', 'score': 0.12343960255384445}, {'label': 'curiosity', 'score': 0.07859481871128082}, {'label': 'joy', 'score': 0.06519144773483276}]"
NF|||LOST|||16|||4,NF,LOST,"Yeah, manifested this
Do not treat me like some adolescent kid
I am prayin' to the Lord with the Book of James
Hopin' He gon' add my testament
This dark cloud, that's my residence
Demons knockin', I don't have to let 'em in
I done made mistakes, day to day
You probably can't relate
I just ain't the same when I'm lost (Lost)",NF|||LOST|||16,4,annoyance,disappointment,disapproval,"[{'label': 'neutral', 'score': 0.5348911285400391}, {'label': 'annoyance', 'score': 0.1277506947517395}, {'label': 'disappointment', 'score': 0.11228296160697937}, {'label': 'disapproval', 'score': 0.10591311007738113}, {'label': 'approval', 'score': 0.03804440051317215}, {'label': 'sadness', 'score': 0.03579714894294739}]"
NF|||LOST|||16|||5,NF,LOST,"Yeah
When I'm lost
When I'm, when I'm lost (Lost)
When I'm lost
When I'm lost, lost
<\Lyric>```",NF|||LOST|||16,5,sadness,disappointment,realization,"[{'label': 'sadness', 'score': 0.47692590951919556}, {'label': 'neutral', 'score': 0.46656814217567444}, {'label': 'disappointment', 'score': 0.12503275275230408}, {'label': 'realization', 'score': 0.057548873126506805}, {'label': 'confusion', 'score': 0.01842890866100788}, {'label': 'annoyance', 'score': 0.014662801288068295}]"
NF|||Hate Myself|||17|||0,NF,Hate Myself,"```
<Artist name> NF <\Artist>
<Song title> Hate Myself <\Song title>
<Lyric> 
I don't see you like I should
You look so misunderstood
And I wish I could help
But it's hard when I hate myself
Pray to God with my arms open
If this is it, then I feel hopeless
And I wish I could help
But it's hard when I hate myself",NF|||Hate Myself|||17,0,desire,disappointment,sadness,"[{'label': 'desire', 'score': 0.6128879189491272}, {'label': 'disappointment', 'score': 0.20172487199306488}, {'label': 'sadness', 'score': 0.13012577593326569}, {'label': 'annoyance', 'score': 0.09521328657865524}, {'label': 'neutral', 'score': 0.056836824864149094}, {'label': 'disapproval', 'score': 0.03404088690876961}]"
NF|||Hate Myself|||17|||1,NF,Hate Myself,"Yeah, late nights are the worst for me
They bring out the worst in me
Mind runnin', got me feelin' like it hurts to think
If this is all that I wanted, I don't want it, gotta be more for me
All the core beliefs
And every mornin' I wake up and feel like I am not worth it 'cause I'm at war with peace
I go to Hell, walk up to the corpse of me
Look at the body like, ""You ain't nothin' but poor and weak""
It's kinda weird
Lately I been feelin' like the only way for me to get away is if I poured a drink
That's more deceit, more defeat
Is this really what I'm born to be?
That's what you get for thinkin' you're unique
So poor, but I'm so wealthy
Need help, but you can't help me
What else can the world sell me?
Tell me lies, I still buy 'em like they're goin' outta stock
But it's not healthy",NF|||Hate Myself|||17,1,disappointment,annoyance,sadness,"[{'label': 'disappointment', 'score': 0.43627768754959106}, {'label': 'annoyance', 'score': 0.38925880193710327}, {'label': 'sadness', 'score': 0.12975679337978363}, {'label': 'disapproval', 'score': 0.1256791651248932}, {'label': 'neutral', 'score': 0.0862124115228653}, {'label': 'anger', 'score': 0.05180027708411217}]"
NF|||Hate Myself|||17|||2,NF,Hate Myself,"Yeah, late nights get the best of me
They know how to get to me
Suicide thoughts come and go like a guest to me
But I don't wanna die, I just wanna get relief
So don't talk to me like you think I'm so successful
What is success when hope has left you?
I am not a spokesman, I'm a broken wreck
Who's sick of doin' interviews 'cause I hate myself, agh!
Come across like it's so easy
But I feel like you don't need me
When I feel like you don't need me
Then I feel like you don't see me
And my life has no meaning, dreaming
Hands out, tryna ask for love
But when I get it, I just pass it up
Throw it away and think about it later
Diggin' through the trash for drugs
Wish I could give you what you needed, but I can't
I'm scared because",NF|||Hate Myself|||17,2,disappointment,sadness,annoyance,"[{'label': 'disappointment', 'score': 0.3047981262207031}, {'label': 'sadness', 'score': 0.2645106017589569}, {'label': 'annoyance', 'score': 0.1660483330488205}, {'label': 'fear', 'score': 0.11243826895952225}, {'label': 'neutral', 'score': 0.08501188457012177}, {'label': 'nervousness', 'score': 0.07901889830827713}]"
NF|||Hate Myself|||17|||3,NF,Hate Myself,"I walk through the ashes of my passions
Reminiscin' with the baggage in my casket
Get lost in the questions I can't answer
Can't stand who I am, but it don't matter
We scream to be free, but I stay captured
Knee-deep in defeat of my own actions
Feel weak, but the peace that I keep lacking
Keeps speakin' to me, but I can't have it
But I can't have it
Keeps speakin' to me, but I can't have it
But I can't have it
Keeps speakin' to me, but I can't have it",NF|||Hate Myself|||17,3,disappointment,sadness,disapproval,"[{'label': 'disappointment', 'score': 0.435345321893692}, {'label': 'neutral', 'score': 0.29176077246665955}, {'label': 'sadness', 'score': 0.24381428956985474}, {'label': 'disapproval', 'score': 0.10589268058538437}, {'label': 'annoyance', 'score': 0.07190723717212677}, {'label': 'realization', 'score': 0.025568267330527306}]"
NF|||Hate Myself|||17|||4,NF,Hate Myself,"I don't see you like I should
You look so misunderstood
And I wish I could help
But it's hard when I hate myself
Pray to God with my arms open
If this is it, then I feel hopeless
And I wish I could help
But it's hard when I hate myself
Hate myself
But it's hard when I hate myself
Hate myself
But it's hard when I hate myself",NF|||Hate Myself|||17,4,desire,disappointment,sadness,"[{'label': 'desire', 'score': 0.4041858911514282}, {'label': 'disappointment', 'score': 0.2199380099773407}, {'label': 'sadness', 'score': 0.21143130958080292}, {'label': 'annoyance', 'score': 0.13749605417251587}, {'label': 'anger', 'score': 0.05789285525679588}, {'label': 'neutral', 'score': 0.04787438362836838}]"
NF|||Hate Myself|||17|||5,NF,Hate Myself,"When I hate myself
It's kinda hard when I hate myself
I hate myself
It's hard when I hate myself
<\Lyric>```",NF|||Hate Myself|||17,5,anger,sadness,annoyance,"[{'label': 'anger', 'score': 0.4367021918296814}, {'label': 'sadness', 'score': 0.34732428193092346}, {'label': 'annoyance', 'score': 0.1437552124261856}, {'label': 'disappointment', 'score': 0.08740072697401047}, {'label': 'disapproval', 'score': 0.03906966373324394}, {'label': 'disgust', 'score': 0.03292909264564514}]"
NF|||Real|||18|||0,NF,Real,"```
<Artist name> NF <\Artist>
<Song title> Real <\Song title>
<Lyric> 
Yeah, real music
Yagh! Yeah
Tell me, what am I doin'?
Just get in that, you get in that head space, y'know?
Tell me, what am I doin'?
Woo!",NF|||Real|||18,0,curiosity,excitement,approval,"[{'label': 'curiosity', 'score': 0.39382144808769226}, {'label': 'excitement', 'score': 0.3529525697231293}, {'label': 'neutral', 'score': 0.15412931144237518}, {'label': 'approval', 'score': 0.07524225860834122}, {'label': 'admiration', 'score': 0.05678735300898552}, {'label': 'joy', 'score': 0.035351045429706573}]"
NF|||Real|||18|||1,NF,Real,"Will somebody get the body bags?
We gon' put the beats in 'em, nah
Put the MCs in 'em, season 'em
Put 'em on a beat with me then I'm eatin' 'em
Get away from the table, you rappers ain't hungry enough
You rappers ain't hungry like us
They talk about me like I'm here, they talk about you like you was, woo!
That nurse came into my room, she told me I'm sick in the head
I'm in hip-hop's hospital bed, with a pad and a pen and a brace on my neck
They told me that I'm never leavin'
Why? I am as ill as it gets
Any rapper that say that they runnin' the game
I'ma come in they session and cut off they legs, woo!
Strap a grenade to my head, pull out the pin
My music is mind-blowin'
Ain't nobody do it like I do it
You ain't ever been on my level
I got a problem with the way they keep on talkin'
And actin' like everybody gonna get it
Better sleep with your eyes open
You wanna know what I noticed?
Look around at my fan base and they ready (I see you!)
That last album was heavy (I see you!)
That last album was gritty
How you gon' match that? Just let me
Do what I do best, you're better off playin' Russian roulette
Than comin' in a booth with me 'cause I get
A little bit intense, I'm like, ""Who's next?""
Y'all better watch it, take a look at where the clock is
It's my time
This ladder of music that I climbed
I took the machete, the game isn't ready
Them rappers, they comin' up on me
I cut off the ladder, and I told 'em, ""Bye-bye"" (Bye-bye)
What, you lookin' for a high-five? Nice try! (Woo!)
Do not believe everything that you read on the internet
I do not know who your dentist is
But he should clean out your mouth
Don't call me a sellout, that's something I've never been
I've been through hell all my life though
But I know what Heaven is
Father forgive me, for I am a sinner
But You gave me music as medicine, woo!
If nobody want a problem when they get in my zone, better leave me be!
I'm a mean MC
Better feed me rappers or feed me beats, agh!
Feed me both of 'em
They like, ""Nate, what's it like to be famous?"" (Hahahahahaha)
Umm, I'll let you know if I make it! (Yeah)
I wonder what life would be like
If I didn't stick out my neck
Two hundred dollars inside of my bank account, woo!
I was livin' on that
I need some money to pay for my rent
I need some money to pay for my gas
I'm not complainin', I'm just bein' honest
I promise that I will not beg for respect, nah!
I get so frustrated, take a look at what I've created
Time is wasting, and I ain't waiting
I'm a doctor with no job, me, I don't have no patience
I keep pacing, back and forth, I keep racing
You ain't never been in my book and I got a problem with it, why? 'Cause you actin' like you read my pages
I wreck these stages
Real talk, better give me space 'cause I am chasing
Something they told me that I won't make it, agh!
I'm not famous, I'm just Nathan (Woo!)
And I wonder how the world gon' take this
They might hate it
But you know anything about me
You know that don't mean I'm changin'
'Cause you know I'm real with it
Don't care if you feelin' it, I'm feelin' it
You don't like it? Then deal with it
And if God ain't real, real isn't
Used to wonder why I existed
I exist in the world that's real different
And, ""What you gon' be when you grow up, Nate?""
I doubt they will get it
My life is a mess, better watch your step when you step in it
Some of this brain is off-limits
I'm off in a world you don't get
'Cause you ain't ever been in it
In ten minutes I still couldn't explain what's inside my brain, don't mess with it
I've invested a lot of me inside these lines, I'm just protectin' 'em
Everybody wanna hear the real version of life
Then don't get so sensitive when I say something a little bit raw
I jot my thoughts and they call it negative
You wanna know where my heart is?
I stand out 'cause I wear my garbage
I work my hardest
And every time I look into the mirror I don't forget about where I started, woo!",NF|||Real|||18,1,annoyance,disapproval,anger,"[{'label': 'neutral', 'score': 0.3557952046394348}, {'label': 'annoyance', 'score': 0.3275987505912781}, {'label': 'disapproval', 'score': 0.0944172590970993}, {'label': 'anger', 'score': 0.06892441213130951}, {'label': 'disappointment', 'score': 0.05573713779449463}, {'label': 'curiosity', 'score': 0.03233026713132858}]"
NF|||Real|||18|||2,NF,Real,"Tell me, what am I doing here?
Tell me, what am I doing here?
Tell me, what am I, what am I doing? Mmm
Tell me, what am I doing here?
I said, what am I doing here?
Tell me, what am I doing here, if
I'm not being real, mmm
<\Lyric>```",NF|||Real|||18,2,curiosity,confusion,annoyance,"[{'label': 'curiosity', 'score': 0.6199354529380798}, {'label': 'neutral', 'score': 0.38952839374542236}, {'label': 'confusion', 'score': 0.14845958352088928}, {'label': 'annoyance', 'score': 0.018234385177493095}, {'label': 'surprise', 'score': 0.006863036658614874}, {'label': 'approval', 'score': 0.0052815270610153675}]"
NF|||Change|||19|||0,NF,Change,"```
<Artist name> NF <\Artist>
<Song title> Change <\Song title>
<Lyric> 
Yeah, look
I don't do drugs, I'm addicted to the pain though
Yeah, I been on it for a while, dunno how to put it down
Gotta have it, it's a habit I'ma break though
I just wanna take a hit, keep sayin' I'ma quit
Keep sayin' I'ma leave, but I stay though
I just want a little fix, I don't wanna take a risk
I don't like it when I drift from the safe zone
But lately, I been thinkin' I'ma have to
Lettin' go of things that I'm attached to
World don't stop just because I'm in a bad mood
You don't know what love is 'til you holdin' onto somethin' that you can't lose
That’s why I'm tryna get it together
Sleeves up, puttin' work in, tryna be better
I like to rap, but I ain't gon' do it forever
Forget the charts, I've been focusin' on holdin' my head up
Moment I get up, I just wanna know I'm doin' my best
And if I'm not, Lord forgive me, you can have the regrets
'Cause I can feel the water tryna go up over my head
Most of my life, I always felt like I was holdin' my breath
Holdin' my chest, to be honest, so I'm tired of it
Lookin' for somethin' in my life to be inspired again
I like to walk around and act like I don't know what it is
But I know what it is, I just never wanna commit",NF|||Change|||19,0,disapproval,disappointment,annoyance,"[{'label': 'neutral', 'score': 0.30773839354515076}, {'label': 'disapproval', 'score': 0.1960732638835907}, {'label': 'disappointment', 'score': 0.19364450871944427}, {'label': 'annoyance', 'score': 0.1263485699892044}, {'label': 'approval', 'score': 0.096410371363163}, {'label': 'desire', 'score': 0.08589881658554077}]"
NF|||Change|||19|||1,NF,Change,"Runnin' from change
I'm lookin' for change
I'm searchin' for change
I'm lookin' for change
I just want, I just want change",NF|||Change|||19,1,desire,annoyance,approval,"[{'label': 'desire', 'score': 0.6989322304725647}, {'label': 'neutral', 'score': 0.25544464588165283}, {'label': 'annoyance', 'score': 0.02715175785124302}, {'label': 'approval', 'score': 0.0254495982080698}, {'label': 'optimism', 'score': 0.02528494969010353}, {'label': 'disappointment', 'score': 0.012060771696269512}]"
NF|||Change|||19|||2,NF,Change,"Yeah, I don't like new things
Got a lot of mood swings
Oh, you wanna tell me somethin' negative?
I don't wanna hear what you think
Yeah, tossin' in my sleep
Every night for like two weeks
Thinkin' 'bout how I could have done this or done that better
Can't help it, that's just me
Lies, that's me avoidin' the change
Yeah, that's probably why the issues ain't goin' away
Yeah, that's probably why I always sit around and complain
Tellin' myself that I ain't never gettin' out of this place
Out of my face if you tellin' me I need to be different
That's the issue though, I'm always insecurity-driven
Takin' the wrong turns, actin' like I know where I'm headed
Waitin' for somethin' bad to happen, I can snap any minute
I need change
Yeah, that's kinda easy to say, right?
But difficult to do when I feel like I hate life
And everyone around me kinda thinks I'm a great guy
But I don't ever think it so I think I'm a fake liar
Change
It's somethin' that I know I should do
I'm a little uncomfortable, to tell you the truth
But to be honest with you lately, I got nothin' to lose
See, I've always been full of pain, but now I'm makin' some room",NF|||Change|||19,2,disappointment,annoyance,disapproval,"[{'label': 'disappointment', 'score': 0.3969297707080841}, {'label': 'annoyance', 'score': 0.36436912417411804}, {'label': 'disapproval', 'score': 0.14191389083862305}, {'label': 'neutral', 'score': 0.10962812602519989}, {'label': 'sadness', 'score': 0.07912087440490723}, {'label': 'approval', 'score': 0.07750824838876724}]"
NF|||Change|||19|||3,NF,Change,"Lookin' for change
I'm lookin' for change
I'm searchin' for change
I'm lookin' for change
I just want, I just want—",NF|||Change|||19,3,desire,annoyance,approval,"[{'label': 'desire', 'score': 0.6590500473976135}, {'label': 'neutral', 'score': 0.29474058747291565}, {'label': 'annoyance', 'score': 0.027837568894028664}, {'label': 'approval', 'score': 0.02337385155260563}, {'label': 'optimism', 'score': 0.022109901532530785}, {'label': 'curiosity', 'score': 0.01208940614014864}]"
NF|||Change|||19|||4,NF,Change,"I need a moment of silence
I don't like change, but I'll try it
I don't wanna hear what I should or I shouldn't do
Why are they always defiant?
See, all my emotions are liars
All my emotions are violent
They don't want freedom to find me
Mention the name and everybody riots (Change)
Yeah, that's why I'm checkin' my vitals
They keep on workin', but I know
Breathin' don't mean you're alive, so
I bag up all of my trash and walk out on my tightrope
Positive thoughts are my rivals (Change)
I'm tryna be on their side though
Should I feel comfortable? I don't
Last year, I felt suicidal
This year, I might do somethin' different like talkin' to God more",NF|||Change|||19,4,disappointment,annoyance,disapproval,"[{'label': 'neutral', 'score': 0.3064001202583313}, {'label': 'disappointment', 'score': 0.26333361864089966}, {'label': 'annoyance', 'score': 0.16905060410499573}, {'label': 'disapproval', 'score': 0.13080304861068726}, {'label': 'confusion', 'score': 0.11824573576450348}, {'label': 'sadness', 'score': 0.0816137045621872}]"
NF|||Change|||19|||5,NF,Change,"I'm lookin' for change
I'm lookin' for (Yeah)
I'm searchin' for change
I'm lookin' for
I just want, I just want change
I'm lookin' for (Yeah)
I'm searchin' for change
I'm lookin' for, yeah (Ayy, ayy)
I just want, I just want change
Yeah, I'm lookin' for (Lookin' for)
I'm searchin' for change
I'm lookin' for (Yeah)
I just want, I just want change
I'm lookin' for (Ayy)
I'm searchin' for change (Ayy)
I'm lookin' for, yeah
I just want, I just want change
<\Lyric>```",NF|||Change|||19,5,desire,annoyance,approval,"[{'label': 'desire', 'score': 0.7348913550376892}, {'label': 'neutral', 'score': 0.19879406690597534}, {'label': 'annoyance', 'score': 0.02551441267132759}, {'label': 'approval', 'score': 0.02465907298028469}, {'label': 'optimism', 'score': 0.018452072516083717}, {'label': 'curiosity', 'score': 0.014482255093753338}]"
NF|||NO NAME|||20|||0,NF,NO NAME,"```
<Artist name> NF <\Artist>
<Song title> NO NAME <\Song title>
<Lyric> 
Look, people ask me what the future is
All I know is I'll be doin' this
All I know is things are movin' quick
That's convenient for me 'cause that's how I live
Now they see me out here movin' up
You don't like me, that makes two of us
Time change, yeah, I can't adjust
Yo, it's who you are not who you was, oh my
Yeah, just went to Europe, they said the single is workin'
I think I'm learnin'
I am way more than what people might think when they look on the surface
What is my purpose? Yeah
That is a question that I have been askin' myself and it hurts
'Cause it's prolly somethin' I should already know but I don't know it yet, I'm tryna grow as a person, woo
I'm sick of people tellin' people I'm here 'cause of marketin' dollars, oh
You think that everything is gonna blow just 'cause you market it harder? No
I got my hands in everything, now they out here tryna get to me, stop tryna lecture me
You don't compare to my level of thinkin', so why do you think you compare to my energy, huh?
Small circle, but the number's growin'
Fame called me, I'm like, ""How you doin'?""
Hung up on him, I ain't ready for it
I'll get back to that when I make album four
Less talkin', I've been workin' more
Better me is what I'm workin' towards
Y'all judgin', but we not in court, no, we not in court, oh Lord
Last couple years, let's recap
I make a livin' off of writin' out my regrets
I'm doin' me, I don't care where the scene's at
Try to give me feedback, I don't really need that
I used to walk on stage in a V-neck
I used to wear a lil' tie with a black vest
I came a long way, why you lookin' upset?
I'm tryna paint a picture, get the vision, you ain't hear it yet, woo
Look, hold up, hold up, wait a minute, please
Flow's switchin', I got ADD
Brain scatters when you play the beat
It don't matter what you say to me
I'll be doin' this at eighty-three
I've been doin' this since ABCs
In the major leagues doin' major things, don't play with me, woo
I'm livin' life in the fast lane
Wake up every mornin thinkin' I'ma have a bad day
Drive my own car, I don't like the valet
Park then I go into my mind with an AK
Shoot every thought in my head then it rotates
Losin' it all, but I think that I'm okay
Who is involved? I don't know, but I'm insane
Poof, and I'm gone, wanna call me a no name, what?
I'm prolly not what you thought
I'm prolly not what you thought
I used to judge everybody that wasn't like me 'til I learned it was wrong
Girl told me I should get it together and get out the dark
I'm tryna give her my heart
That's when I sit in my car, writin' for hours until I can barely talk
I mean, where do I start? Feels like I'm fallin' apart
Act like my image is hard, I always put up my guard
Even when talkin' to God, sit in my room and I plot
Everything that I'm not, comes out in the music I jot
I give it all that I got, I give it all that I got
I'm tryna think out the box, no
Yeah, I got people standin' outside a bus screamin' my name
I don't come out and take pictures, they tell me I changed
I don't smile in VIPs, you get mad like, ""You know what I paid?""
Guess I don't know what to say
Guess I don't know what to say
I leave it all on the stage
I leave it all on the stage",NF|||NO NAME|||20,0,disappointment,annoyance,sadness,"[{'label': 'disappointment', 'score': 0.5173718929290771}, {'label': 'neutral', 'score': 0.2763083577156067}, {'label': 'annoyance', 'score': 0.20794574916362762}, {'label': 'sadness', 'score': 0.0965404137969017}, {'label': 'disapproval', 'score': 0.05450545251369476}, {'label': 'curiosity', 'score': 0.052458375692367554}]"
