id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
OneRepublic|||Better|||28|||2,OneRepublic,Better,"I tell myself I'll change
That's right, I tell myself I'll change
But then I begin to realize that the problem's inside my veins
Uh, but it's inside my veins (Veins, veins)
Yeah, yeah
I swear I'm not insane
Yes, most likely not insane
Everybody goes through moments of losing their clarity
At least I'm never boring
But I've been losing sleep
So call, the doctor said, ""Take one of these
And call me in the morning""",OneRepublic|||Better|||28,2,realization,approval,disappointment,"[{'label': 'realization', 'score': 0.8549277186393738}, {'label': 'neutral', 'score': 0.17580337822437286}, {'label': 'approval', 'score': 0.05537295341491699}, {'label': 'disappointment', 'score': 0.04254467040300369}, {'label': 'confusion', 'score': 0.0260626208037138}, {'label': 'sadness', 'score': 0.024778073653578758}]"
OneRepublic|||Better|||28|||3,OneRepublic,Better,"I think I lost my mind, but don't worry 'bout me
Happens all the time
In the morning I'll be better
In the morning I'll be better
(Sing it again)
I think I lost my mind, but don't worry 'bout me
Happens all the time
In the morning I'll be better
Yeah, things are only getting better (Yeah)
(Sing it again) Sing it again",OneRepublic|||Better|||28,3,caring,optimism,approval,"[{'label': 'caring', 'score': 0.33776557445526123}, {'label': 'optimism', 'score': 0.2964566648006439}, {'label': 'neutral', 'score': 0.15874429047107697}, {'label': 'approval', 'score': 0.08313091844320297}, {'label': 'sadness', 'score': 0.07350737601518631}, {'label': 'nervousness', 'score': 0.03593071550130844}]"
OneRepublic|||Better|||28|||4,OneRepublic,Better,"So here's the question asked
Of all the things you love
The people, places from the future, to your ancient past
Of every one of those
Which one will cause you to let it go, let it go?
Need to crash",OneRepublic|||Better|||28,4,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.77140873670578}, {'label': 'curiosity', 'score': 0.15736091136932373}, {'label': 'confusion', 'score': 0.04041478410363197}, {'label': 'approval', 'score': 0.021685468032956123}, {'label': 'love', 'score': 0.01957496628165245}, {'label': 'desire', 'score': 0.009425402618944645}]"
OneRepublic|||Better|||28|||5,OneRepublic,Better,"Think you lost your mind, well, don't worry 'bout it
Happens all the time
In the morning you'll be better (Better)
Yeah, things are only getting better
(Sing it again)
I think I lost my mind, but don't worry 'bout me
Happens all the time
In the morning I'll be better
In the morning I'll be better
(Sing it again)
I think I lost my mind, but don't worry 'bout me (I don't set alarms, lately I don't set alarms)
Happens all the time (But that’s because of the ringing that's happening inside my head)
In the morning I'll be better
Things are slowly getting better (Yeah, inside my head)
(Sing it again)
<\Lyric>```",OneRepublic|||Better|||28,5,caring,optimism,approval,"[{'label': 'caring', 'score': 0.5064672827720642}, {'label': 'optimism', 'score': 0.24347138404846191}, {'label': 'neutral', 'score': 0.1429695188999176}, {'label': 'approval', 'score': 0.09519073367118835}, {'label': 'sadness', 'score': 0.05761108547449112}, {'label': 'nervousness', 'score': 0.03416964039206505}]"
OneRepublic|||Feel Again|||29|||0,OneRepublic,Feel Again,"```
<Artist name> OneRepublic <\Artist>
<Song title> Feel Again <\Song title>
<Lyric> 
It's been a long time coming since I've seen your face
I've been everywhere and back trying to replace
Everything that I had 'til my feet went numb
Prayin' like a fool that's been on the run
Heart's still beating, but it's not working
It's like a million-dollar phone that you just can't ring
I reached out trying to love, but I feel nothing
Yeah, my heart is numb",OneRepublic|||Feel Again|||29,0,disappointment,sadness,annoyance,"[{'label': 'disappointment', 'score': 0.47041943669319153}, {'label': 'sadness', 'score': 0.4330078959465027}, {'label': 'annoyance', 'score': 0.14908413589000702}, {'label': 'neutral', 'score': 0.14124883711338043}, {'label': 'disapproval', 'score': 0.04212309047579765}, {'label': 'anger', 'score': 0.025613730773329735}]"
OneRepublic|||Feel Again|||29|||1,OneRepublic,Feel Again,"But with you I feel again
Yeah, with you I can feel again
Yeah",OneRepublic|||Feel Again|||29,1,approval,realization,caring,"[{'label': 'neutral', 'score': 0.5399928689002991}, {'label': 'approval', 'score': 0.4424733519554138}, {'label': 'realization', 'score': 0.03392116725444794}, {'label': 'caring', 'score': 0.013886626809835434}, {'label': 'joy', 'score': 0.012930511496961117}, {'label': 'optimism', 'score': 0.009982301853597164}]"
OneRepublic|||Feel Again|||29|||2,OneRepublic,Feel Again,"Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh (I can feel again)",OneRepublic|||Feel Again|||29,2,excitement,surprise,joy,"[{'label': 'excitement', 'score': 0.3656460642814636}, {'label': 'neutral', 'score': 0.30621838569641113}, {'label': 'surprise', 'score': 0.0815272331237793}, {'label': 'joy', 'score': 0.07093407958745956}, {'label': 'amusement', 'score': 0.03717750683426857}, {'label': 'realization', 'score': 0.03257626295089722}]"
OneRepublic|||Feel Again|||29|||3,OneRepublic,Feel Again,"I'm feeling better ever since you know me
I was a lonely soul, but that's the old me",OneRepublic|||Feel Again|||29,3,sadness,disappointment,approval,"[{'label': 'sadness', 'score': 0.7450242042541504}, {'label': 'disappointment', 'score': 0.10138621926307678}, {'label': 'neutral', 'score': 0.05016082525253296}, {'label': 'approval', 'score': 0.04979252815246582}, {'label': 'joy', 'score': 0.044906482100486755}, {'label': 'realization', 'score': 0.030781665816903114}]"
OneRepublic|||Feel Again|||29|||4,OneRepublic,Feel Again,"A long time coming since I've seen your face
I've been everywhere and back trying to replace
Everything that I broke 'til my feet went numb
Praying like a fool who just shot off a gun
Heart still beating, but it's not working
It's like a hundred thousand voices that just can't sing
I reached out trying to love, but I feel nothing
Oh, my heart is numb",OneRepublic|||Feel Again|||29,4,sadness,disappointment,annoyance,"[{'label': 'sadness', 'score': 0.580729603767395}, {'label': 'disappointment', 'score': 0.4375483989715576}, {'label': 'annoyance', 'score': 0.11850457638502121}, {'label': 'neutral', 'score': 0.09100791811943054}, {'label': 'anger', 'score': 0.027791382744908333}, {'label': 'disapproval', 'score': 0.02511523850262165}]"
OneRepublic|||Feel Again|||29|||5,OneRepublic,Feel Again,"But with you I feel again
Yeah, with you I can feel again
But with you (I'm feeling better ever since you know me)
I feel again (I was a lonely soul, but that's the old me)
Yeah, with you (I'm feeling better ever since you know me)
I can feel again (I was a lonely soul)
Whoo!",OneRepublic|||Feel Again|||29,5,sadness,joy,approval,"[{'label': 'sadness', 'score': 0.29172301292419434}, {'label': 'joy', 'score': 0.19667647778987885}, {'label': 'neutral', 'score': 0.1771858036518097}, {'label': 'approval', 'score': 0.1224052757024765}, {'label': 'realization', 'score': 0.055259138345718384}, {'label': 'relief', 'score': 0.049578435719013214}]"
OneRepublic|||Feel Again|||29|||6,OneRepublic,Feel Again,"Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh",OneRepublic|||Feel Again|||29,6,excitement,surprise,joy,"[{'label': 'excitement', 'score': 0.33528366684913635}, {'label': 'neutral', 'score': 0.2938668727874756}, {'label': 'surprise', 'score': 0.104234479367733}, {'label': 'joy', 'score': 0.048364169895648956}, {'label': 'amusement', 'score': 0.045671671628952026}, {'label': 'realization', 'score': 0.023598892614245415}]"
OneRepublic|||Feel Again|||29|||7,OneRepublic,Feel Again,"I'm feeling better ever since you know me
I was a lonely soul, but that's the old me
I'm feeling better ever since you know me
I was a lonely soul, but that's the old me
I'm feeling better ever since you know me
I was a lonely soul, but that's the old me",OneRepublic|||Feel Again|||29,7,sadness,disappointment,approval,"[{'label': 'sadness', 'score': 0.7384413480758667}, {'label': 'disappointment', 'score': 0.12479767203330994}, {'label': 'neutral', 'score': 0.056000739336013794}, {'label': 'approval', 'score': 0.04221211373806}, {'label': 'realization', 'score': 0.04201718792319298}, {'label': 'joy', 'score': 0.03258616849780083}]"
OneRepublic|||Feel Again|||29|||8,OneRepublic,Feel Again,"I'm feeling better ever since you know me
I was a lonely soul, but that's the old me
A little wiser now from what you've shown me
I feel again, feel again
<\Lyric>```",OneRepublic|||Feel Again|||29,8,sadness,approval,disappointment,"[{'label': 'sadness', 'score': 0.5395897626876831}, {'label': 'approval', 'score': 0.12076058238744736}, {'label': 'disappointment', 'score': 0.09836013615131378}, {'label': 'neutral', 'score': 0.07853570580482483}, {'label': 'realization', 'score': 0.07265536487102509}, {'label': 'joy', 'score': 0.060316260904073715}]"
OneRepublic|||Preacher|||30|||0,OneRepublic,Preacher,"```
<Artist name> OneRepublic <\Artist>
<Song title> Preacher <\Song title>
<Lyric> 
When I was a kid I used to buy and sell gravity
I knew how to fly, and I would teach you for a fee
Broke every window in my hotel heart
When I was only five years old but twelve years scarred
And I'd hear the same voice echo in my mind
It'd say, ""Son, you've got an angel.""
That'd chase the devil at night",OneRepublic|||Preacher|||30,0,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.9011732339859009}, {'label': 'approval', 'score': 0.023596569895744324}, {'label': 'realization', 'score': 0.018630215898156166}, {'label': 'annoyance', 'score': 0.01842389442026615}, {'label': 'sadness', 'score': 0.009041313081979752}, {'label': 'disappointment', 'score': 0.007794016040861607}]"
OneRepublic|||Preacher|||30|||1,OneRepublic,Preacher,"When I was a kid my grandfather was a preacher
He'd talk about God, he was something like a teacher
He said, ""God only helps those who learn to help themselves""
He was a million miles from a million dollars
But you could never spend his wealth",OneRepublic|||Preacher|||30,1,approval,realization,admiration,"[{'label': 'neutral', 'score': 0.9128689169883728}, {'label': 'approval', 'score': 0.05994773283600807}, {'label': 'realization', 'score': 0.02008076198399067}, {'label': 'admiration', 'score': 0.008233193308115005}, {'label': 'annoyance', 'score': 0.007953085005283356}, {'label': 'disapproval', 'score': 0.007148195523768663}]"
OneRepublic|||Preacher|||30|||2,OneRepublic,Preacher,"I took a little faith, and put it in a parking lot
I drove to a strange town full of ""have"" and ""have nots""
And as I walked through that story-book life
I've been looking for an angel who'd chase the devil at night",OneRepublic|||Preacher|||30,2,desire,optimism,approval,"[{'label': 'neutral', 'score': 0.7285284399986267}, {'label': 'desire', 'score': 0.1110915020108223}, {'label': 'optimism', 'score': 0.10987538844347}, {'label': 'approval', 'score': 0.020948782563209534}, {'label': 'realization', 'score': 0.018502946943044662}, {'label': 'disappointment', 'score': 0.013583152554929256}]"
OneRepublic|||Preacher|||30|||3,OneRepublic,Preacher,"When I was a kid my grandfather was a preacher
He’d talk about love, he was something like a teacher
He said, “God only helps those who learn to help themselves”
He was a million miles from a million dollars
But you could never spend his wealth",OneRepublic|||Preacher|||30,3,approval,admiration,realization,"[{'label': 'neutral', 'score': 0.8486655950546265}, {'label': 'approval', 'score': 0.1162533089518547}, {'label': 'admiration', 'score': 0.02287617139518261}, {'label': 'realization', 'score': 0.021430956199765205}, {'label': 'love', 'score': 0.014185951091349125}, {'label': 'caring', 'score': 0.007361255586147308}]"
OneRepublic|||Preacher|||30|||4,OneRepublic,Preacher,"Wave, put your hands up and hands down
Wave, put your hands up and hands down
Wave, put your hands up and hands down",OneRepublic|||Preacher|||30,4,approval,annoyance,excitement,"[{'label': 'neutral', 'score': 0.9551730751991272}, {'label': 'approval', 'score': 0.015685809776186943}, {'label': 'annoyance', 'score': 0.007500024978071451}, {'label': 'excitement', 'score': 0.005507309455424547}, {'label': 'realization', 'score': 0.00501157296821475}, {'label': 'joy', 'score': 0.004863594193011522}]"
OneRepublic|||Preacher|||30|||5,OneRepublic,Preacher,"When I was a kid my grandfather was a preacher
He’d talk about life, he was something like a teacher
He said, “God only helps those who learn to help themselves”
He was a million miles from a million dollars
But you could never spend his wealth",OneRepublic|||Preacher|||30,5,approval,realization,annoyance,"[{'label': 'neutral', 'score': 0.9038445353507996}, {'label': 'approval', 'score': 0.05408904701471329}, {'label': 'realization', 'score': 0.021427642554044724}, {'label': 'annoyance', 'score': 0.00787384994328022}, {'label': 'disapproval', 'score': 0.007784911431372166}, {'label': 'admiration', 'score': 0.006895238533616066}]"
OneRepublic|||Preacher|||30|||6,OneRepublic,Preacher,"He was a million miles from a million dollars
But you could never spend his wealth
<\Lyric>```",OneRepublic|||Preacher|||30,6,disapproval,approval,annoyance,"[{'label': 'neutral', 'score': 0.884389340877533}, {'label': 'disapproval', 'score': 0.11269687116146088}, {'label': 'approval', 'score': 0.014119228348135948}, {'label': 'annoyance', 'score': 0.013999655842781067}, {'label': 'disappointment', 'score': 0.013837244361639023}, {'label': 'realization', 'score': 0.0133611299097538}]"
OneRepublic|||Human|||31|||0,OneRepublic,Human,"```
<Artist name> OneRepublic <\Artist>
<Song title> Human <\Song title>
<Lyric> 
Yesterday I talked to God, we had a conversation
Told him that I'm sorry I lost communication
But I just, I just needed some holiness
I said that the things that I've been trying end up in frustration
Life ain't what it seems in any situation
Then he said, he said, he said the strangest thing",OneRepublic|||Human|||31,0,annoyance,disappointment,disapproval,"[{'label': 'annoyance', 'score': 0.44370967149734497}, {'label': 'disappointment', 'score': 0.41769179701805115}, {'label': 'neutral', 'score': 0.2838182747364044}, {'label': 'disapproval', 'score': 0.04133603349328041}, {'label': 'sadness', 'score': 0.04102253541350365}, {'label': 'realization', 'score': 0.03110683336853981}]"
OneRepublic|||Human|||31|||1,OneRepublic,Human,"He said, ""How does it feel to be human
Does some of the best plans you make get ruined?
Do people curse you when flowers ain't blooming?
How does it feel?""
He said, ""How does it feel to be human?
If I could for one day I just might do it
Dance 'til the sun comes up to my music
How does it feel?
How's it feel?""",OneRepublic|||Human|||31,1,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.6315910816192627}, {'label': 'curiosity', 'score': 0.37868648767471313}, {'label': 'confusion', 'score': 0.10352345556020737}, {'label': 'annoyance', 'score': 0.0107120918110013}, {'label': 'optimism', 'score': 0.008804368786513805}, {'label': 'approval', 'score': 0.008337761275470257}]"
OneRepublic|||Human|||31|||2,OneRepublic,Human,"Yesterday I talked to God, we had a conversation
I asked him why this life is a crazy combination
Of numbers, numbers, numbers we can't read
Yeah, for sure I got some friends but we got complications
Most of us are happy with some medication
But I could, I could really use some wings",OneRepublic|||Human|||31,2,joy,disappointment,approval,"[{'label': 'neutral', 'score': 0.37785908579826355}, {'label': 'joy', 'score': 0.10629626363515854}, {'label': 'disappointment', 'score': 0.06656502932310104}, {'label': 'approval', 'score': 0.06568650156259537}, {'label': 'realization', 'score': 0.05208267271518707}, {'label': 'sadness', 'score': 0.0346582792699337}]"
OneRepublic|||Human|||31|||3,OneRepublic,Human,"He said, ""How does it feel to be human
Does some of the best plans you make get ruined?
Do people curse you when flowers ain't blooming?
How does it feel?""
He said, ""How does it feel to be human?
If I could for one day I just might do it
Dance 'til the sun comes up to my music
How does it feel?
How's it feel?""
""How does it feel to be human?
If I could for one day I just might do it
Dance 'til the sun comes up to my music
How does it feel?
How's it feel?""
(Just one day)
How does it feel to be human
""How does it feel to be human?
If I could for one day I just might do it
Dance 'til the sun comes up to my music
How does it feel?
How's it feel?""
<\Lyric>```",OneRepublic|||Human|||31,3,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.6453114151954651}, {'label': 'curiosity', 'score': 0.39258474111557007}, {'label': 'confusion', 'score': 0.07143203914165497}, {'label': 'approval', 'score': 0.014080660417675972}, {'label': 'optimism', 'score': 0.013253972865641117}, {'label': 'realization', 'score': 0.006225344259291887}]"
OneRepublic|||Burning Bridges|||32|||0,OneRepublic,Burning Bridges,"```
<Artist name> OneRepublic <\Artist>
<Song title> Burning Bridges <\Song title>
<Lyric> 
You and I were meant to be
Ain't no doubt about it
No way to hide that sort of thing
Now I'm waiting for something better
Ain't nothing better worth imagining",OneRepublic|||Burning Bridges|||32,0,desire,approval,optimism,"[{'label': 'neutral', 'score': 0.4834030866622925}, {'label': 'desire', 'score': 0.12023754417896271}, {'label': 'approval', 'score': 0.10601447522640228}, {'label': 'optimism', 'score': 0.048249851912260056}, {'label': 'excitement', 'score': 0.02796880528330803}, {'label': 'curiosity', 'score': 0.022248169407248497}]"
OneRepublic|||Burning Bridges|||32|||1,OneRepublic,Burning Bridges,"But I, I keep on running
I'm building bridges that I know you never wanted
Look for my heart, you stole it away
Now own every single road that I could take",OneRepublic|||Burning Bridges|||32,1,approval,desire,admiration,"[{'label': 'neutral', 'score': 0.5784842371940613}, {'label': 'approval', 'score': 0.17734593152999878}, {'label': 'desire', 'score': 0.048848237842321396}, {'label': 'admiration', 'score': 0.02749660238623619}, {'label': 'optimism', 'score': 0.023331547155976295}, {'label': 'caring', 'score': 0.022845378145575523}]"
OneRepublic|||Burning Bridges|||32|||2,OneRepublic,Burning Bridges,"Listen, I...
Want you to burn my bridges down, down
I said I...
Want you to burn my bridges down, down, down
Set me on fire
You set me, set me on fire
You can burn my bridges down",OneRepublic|||Burning Bridges|||32,2,anger,annoyance,desire,"[{'label': 'neutral', 'score': 0.7528613209724426}, {'label': 'anger', 'score': 0.1142822802066803}, {'label': 'annoyance', 'score': 0.07860127836465836}, {'label': 'desire', 'score': 0.012536103837192059}, {'label': 'disgust', 'score': 0.010652225464582443}, {'label': 'sadness', 'score': 0.006181010045111179}]"
OneRepublic|||Burning Bridges|||32|||3,OneRepublic,Burning Bridges,"Send this out to sea
Send it where you want it
You can take your no for no or not at all
There's no filling up your spaces with fictionary places
Imaginary faces, they don't work at all",OneRepublic|||Burning Bridges|||32,3,disapproval,annoyance,approval,"[{'label': 'neutral', 'score': 0.7877442240715027}, {'label': 'disapproval', 'score': 0.25761377811431885}, {'label': 'annoyance', 'score': 0.032805465161800385}, {'label': 'approval', 'score': 0.024760983884334564}, {'label': 'realization', 'score': 0.013196180574595928}, {'label': 'disappointment', 'score': 0.0071630398742854595}]"
OneRepublic|||Burning Bridges|||32|||4,OneRepublic,Burning Bridges,"I, I keep on running
I'm building bridges that I know you never wanted
Look for my heart, you stole it away
Now own every single road that I could take",OneRepublic|||Burning Bridges|||32,4,approval,desire,caring,"[{'label': 'neutral', 'score': 0.5431706309318542}, {'label': 'approval', 'score': 0.18804457783699036}, {'label': 'desire', 'score': 0.06414545327425003}, {'label': 'caring', 'score': 0.02700900472700596}, {'label': 'optimism', 'score': 0.022936733439564705}, {'label': 'admiration', 'score': 0.022876715287566185}]"
OneRepublic|||Burning Bridges|||32|||5,OneRepublic,Burning Bridges,"Listen, I...
Want you to burn my bridges down, down
I said I...
Want you to burn my bridges down, down, down
Set me on fire
You set me, set me on fire
Girl, you can burn my bridges down",OneRepublic|||Burning Bridges|||32,5,anger,annoyance,disgust,"[{'label': 'neutral', 'score': 0.7611132860183716}, {'label': 'anger', 'score': 0.12735070288181305}, {'label': 'annoyance', 'score': 0.07994020730257034}, {'label': 'disgust', 'score': 0.00957578793168068}, {'label': 'desire', 'score': 0.00860087014734745}, {'label': 'approval', 'score': 0.005657216999679804}]"
OneRepublic|||Burning Bridges|||32|||6,OneRepublic,Burning Bridges,"I want you to burn my bridges down, down
I want you to burn my bridges down
Set me on fire
You set me
Set me on fire, set me on fire
Set me on fire
I want you to burn my bridges down (Down)
I said, I want you to burn my bridges down, down, down
Set me on fire, set me on fire
<\Lyric>```",OneRepublic|||Burning Bridges|||32,6,anger,annoyance,desire,"[{'label': 'neutral', 'score': 0.600361704826355}, {'label': 'anger', 'score': 0.11036305129528046}, {'label': 'annoyance', 'score': 0.07427052408456802}, {'label': 'desire', 'score': 0.07310238480567932}, {'label': 'disgust', 'score': 0.015918979421257973}, {'label': 'sadness', 'score': 0.010186802595853806}]"
OneRepublic|||Come Home|||34|||0,OneRepublic,Come Home,"```
<Artist name> OneRepublic <\Artist>
<Song title> Come Home <\Song title>
<Lyric> 
Well, hello, world
Hope you're listening
Forgive me if I’m young
For speaking out of turn
There’s someone I've been missing
I think that they could be
The better half of me
They’re in the wrong place
Tryin' to make it right
But I’m tired of justifying",OneRepublic|||Come Home|||34,0,disappointment,annoyance,disapproval,"[{'label': 'neutral', 'score': 0.3433499336242676}, {'label': 'disappointment', 'score': 0.306663453578949}, {'label': 'annoyance', 'score': 0.09250006079673767}, {'label': 'disapproval', 'score': 0.07677070796489716}, {'label': 'sadness', 'score': 0.06736844033002853}, {'label': 'realization', 'score': 0.05953038111329079}]"
OneRepublic|||Come Home|||34|||1,OneRepublic,Come Home,"So I say to you
Come home, come home
'Cause I've been waiting for you
For so long, for so long
And right now there's a war between the vanities
But all I see is you and me
And the fight for you is all I've ever known
So come home
Ooh",OneRepublic|||Come Home|||34,1,desire,excitement,approval,"[{'label': 'neutral', 'score': 0.8148744106292725}, {'label': 'desire', 'score': 0.02594991773366928}, {'label': 'excitement', 'score': 0.02554478868842125}, {'label': 'approval', 'score': 0.018204201012849808}, {'label': 'annoyance', 'score': 0.009694737382233143}, {'label': 'realization', 'score': 0.00862349383533001}]"
OneRepublic|||Come Home|||34|||2,OneRepublic,Come Home,"I get lost in the beauty
Of everything I see
The world ain't half as bad
As they paint it to be
If all the sons, all the daughters
Stopped to take it in
Well, hopefully, the hate subsides
And the love can begin
It might start now, yeah
Well, maybe I’m just dreaming out loud",OneRepublic|||Come Home|||34,2,optimism,desire,approval,"[{'label': 'optimism', 'score': 0.9151913523674011}, {'label': 'desire', 'score': 0.10442176461219788}, {'label': 'approval', 'score': 0.07445784658193588}, {'label': 'neutral', 'score': 0.065720334649086}, {'label': 'caring', 'score': 0.043465547263622284}, {'label': 'love', 'score': 0.03686729073524475}]"
OneRepublic|||Come Home|||34|||3,OneRepublic,Come Home,"Well, until then
Come home, come home
'Cause I've been waiting for you
For so long, for so long
And right now there's a war between the vanities
But all I see is you and me
And the fight for you is all I've ever known, ever known
So come home
Ooh",OneRepublic|||Come Home|||34,3,excitement,desire,approval,"[{'label': 'neutral', 'score': 0.8200709223747253}, {'label': 'excitement', 'score': 0.03170458972454071}, {'label': 'desire', 'score': 0.022250881418585777}, {'label': 'approval', 'score': 0.021797752007842064}, {'label': 'realization', 'score': 0.012190647423267365}, {'label': 'joy', 'score': 0.007580146659165621}]"
OneRepublic|||Come Home|||34|||4,OneRepublic,Come Home,"Everything I can’t be
Is everything you should be
And that’s why I need you here
Everything I can’t be
Is everything you should be
And that’s why I need you here",OneRepublic|||Come Home|||34,4,desire,approval,love,"[{'label': 'neutral', 'score': 0.4387253522872925}, {'label': 'desire', 'score': 0.23806028068065643}, {'label': 'approval', 'score': 0.13957339525222778}, {'label': 'love', 'score': 0.05802435055375099}, {'label': 'caring', 'score': 0.05431842803955078}, {'label': 'optimism', 'score': 0.013356184586882591}]"
OneRepublic|||Come Home|||34|||5,OneRepublic,Come Home,"So hear this now
Come home, come home
'Cause I've been waiting for you
For so long, for so long
And right now, there's a war between the vanities
But all I see is you and me
And the fight for you is all I've ever known, ever known
So come home, come home
Ooh
<\Lyric>```",OneRepublic|||Come Home|||34,5,desire,excitement,approval,"[{'label': 'neutral', 'score': 0.7919583320617676}, {'label': 'desire', 'score': 0.04537654295563698}, {'label': 'excitement', 'score': 0.02998252585530281}, {'label': 'approval', 'score': 0.01758255623281002}, {'label': 'curiosity', 'score': 0.008949993178248405}, {'label': 'realization', 'score': 0.00725460285320878}]"
OneRepublic|||Runaway|||35|||0,OneRepublic,Runaway,"```
<Artist name> OneRepublic <\Artist>
<Song title> Runaway <\Song title>
<Lyric> 
Run away
Right now, let's just run away
All that talk is killin' me
One last shot, hold onto me, oh-oh",OneRepublic|||Runaway|||35,0,anger,annoyance,fear,"[{'label': 'anger', 'score': 0.48706337809562683}, {'label': 'neutral', 'score': 0.20140507817268372}, {'label': 'annoyance', 'score': 0.11505904793739319}, {'label': 'fear', 'score': 0.11196863651275635}, {'label': 'sadness', 'score': 0.028266575187444687}, {'label': 'disgust', 'score': 0.018402738496661186}]"
OneRepublic|||Runaway|||35|||1,OneRepublic,Runaway,"There's something I gotta say to ya
There's somewhere we gotta go
And now, they're sinkin' in the sand, chasin' what we can
Baby, it's not enough, oh
It's like we're stuck in the mezzanine
With twenty floors left to go, oh yeah
And now, they're drivin' in the rain, tryin' to switch the lane
But you already know, yeah",OneRepublic|||Runaway|||35,1,disappointment,annoyance,realization,"[{'label': 'neutral', 'score': 0.7611393928527832}, {'label': 'disappointment', 'score': 0.15320326387882233}, {'label': 'annoyance', 'score': 0.08662175387144089}, {'label': 'realization', 'score': 0.04785570874810219}, {'label': 'disapproval', 'score': 0.0243521798402071}, {'label': 'sadness', 'score': 0.022181730717420578}]"
OneRepublic|||Runaway|||35|||2,OneRepublic,Runaway,"So don't waste this time, yeah, I don't move slow
But one good shot and I'll let you know
It's all I want, yeah",OneRepublic|||Runaway|||35,2,approval,admiration,caring,"[{'label': 'approval', 'score': 0.539658784866333}, {'label': 'admiration', 'score': 0.19522914290428162}, {'label': 'caring', 'score': 0.19371825456619263}, {'label': 'optimism', 'score': 0.16654852032661438}, {'label': 'neutral', 'score': 0.08897428959608078}, {'label': 'desire', 'score': 0.05066573992371559}]"
OneRepublic|||Runaway|||35|||3,OneRepublic,Runaway,"Can we just lеt go and run away?
Right now, let's just run away
All that talk is killin' me
One last shot, hold onto mе, oh-oh
Babe, I think we should run away (Run away)
I'm my own worst enemy (Enemy)
Blue sky's only miles away (Miles away)
One last shot, hold onto me, oh-oh",OneRepublic|||Runaway|||35,3,fear,anger,annoyance,"[{'label': 'neutral', 'score': 0.43221667408943176}, {'label': 'fear', 'score': 0.223247691988945}, {'label': 'anger', 'score': 0.10983370244503021}, {'label': 'annoyance', 'score': 0.08543715626001358}, {'label': 'sadness', 'score': 0.026154834777116776}, {'label': 'nervousness', 'score': 0.01925908587872982}]"
OneRepublic|||Runaway|||35|||4,OneRepublic,Runaway,"There's something I gotta say to ya
I'm on that new energy (Oh, yeah)
Not on that ""Easy as it goes"", ""Wait for miracles""
No ""What will be will be""",OneRepublic|||Runaway|||35,4,approval,optimism,realization,"[{'label': 'neutral', 'score': 0.9406822323799133}, {'label': 'approval', 'score': 0.037291545420885086}, {'label': 'optimism', 'score': 0.012635981664061546}, {'label': 'realization', 'score': 0.009169228374958038}, {'label': 'annoyance', 'score': 0.008791295811533928}, {'label': 'disapproval', 'score': 0.008330801501870155}]"
OneRepublic|||Runaway|||35|||5,OneRepublic,Runaway,"No, so don't waste this time, yeah, I don't move slow
But one good shot and I'll let you know
It's all I want, yeah",OneRepublic|||Runaway|||35,5,approval,caring,admiration,"[{'label': 'approval', 'score': 0.4548585116863251}, {'label': 'caring', 'score': 0.25381311774253845}, {'label': 'admiration', 'score': 0.2169192135334015}, {'label': 'optimism', 'score': 0.13773605227470398}, {'label': 'neutral', 'score': 0.08894664794206619}, {'label': 'disapproval', 'score': 0.032864250242710114}]"
OneRepublic|||Runaway|||35|||6,OneRepublic,Runaway,"Can we just let go and run away? (Run away)
Right now, let's just run away (Run away)
All that talk is killin' me (Killin' me)
One last shot, hold onto me, oh-oh
Babe, I think we should run away (Run away)
I'm my own worst enemy (Enemy)
Blue sky's only miles away (Miles away)
One last shot, hold onto me, oh-oh (Oh, yeah)",OneRepublic|||Runaway|||35,6,fear,annoyance,anger,"[{'label': 'neutral', 'score': 0.5770955085754395}, {'label': 'fear', 'score': 0.26453110575675964}, {'label': 'annoyance', 'score': 0.0415816530585289}, {'label': 'anger', 'score': 0.03960386663675308}, {'label': 'sadness', 'score': 0.026790177449584007}, {'label': 'nervousness', 'score': 0.023718586191534996}]"
OneRepublic|||Runaway|||35|||7,OneRepublic,Runaway,"(Run away)
One last shot, hold onto me, oh-oh
<\Lyric>```",OneRepublic|||Runaway|||35,7,anger,fear,annoyance,"[{'label': 'neutral', 'score': 0.7336276173591614}, {'label': 'anger', 'score': 0.09901382029056549}, {'label': 'fear', 'score': 0.0550757572054863}, {'label': 'annoyance', 'score': 0.038299933075904846}, {'label': 'sadness', 'score': 0.028524504974484444}, {'label': 'caring', 'score': 0.02040928415954113}]"
