id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
Lupe Fiasco|||Little Weapon|||25|||1,Lupe Fiasco,Little Weapon,"I killed another man today
Shot him in his back as he ran away
Then I blew up his hut with a hand grenade
Cut his wife throat as she put her hands to pray
Just five more dogs, then we can get a soccer ball
That's what my commander say
How old? Well I'm like ten, eleven
Been fighting since I was like six or seven
Now I don't know much about where I'm from
But I know I strike fear everywhere I come
Government want me dead so I wear my gun
I really want the rocket launcher but I'm still too young
This candy give me courage not to fear no one
To feel no pain and hear no tongue
So I hear no screams and I shed no tear
If I'm in your dreams then your end is near, yeah",Lupe Fiasco|||Little Weapon|||25,1,fear,realization,approval,"[{'label': 'neutral', 'score': 0.47443556785583496}, {'label': 'fear', 'score': 0.31431248784065247}, {'label': 'realization', 'score': 0.03643316403031349}, {'label': 'approval', 'score': 0.028941553086042404}, {'label': 'annoyance', 'score': 0.026234999299049377}, {'label': 'sadness', 'score': 0.019189825281500816}]"
Lupe Fiasco|||Little Weapon|||25|||2,Lupe Fiasco,Little Weapon,"Little weapon, little weapon, little weapon
We're calling you
There's a war, if the guns are just too tall for you
We'll find you something small to use
Little weapon, little weapon, little weapon
We need you now, blaow!",Lupe Fiasco|||Little Weapon|||25,2,approval,desire,annoyance,"[{'label': 'neutral', 'score': 0.9408107995986938}, {'label': 'approval', 'score': 0.015088258311152458}, {'label': 'desire', 'score': 0.011627544648945332}, {'label': 'annoyance', 'score': 0.010122841224074364}, {'label': 'optimism', 'score': 0.005489685572683811}, {'label': 'excitement', 'score': 0.005327609833329916}]"
Lupe Fiasco|||Little Weapon|||25|||3,Lupe Fiasco,Little Weapon,"Astaghfirullah
Astaghfirullah
Astaghfirullah
Astaghfirullah
Astaghfirullah",Lupe Fiasco|||Little Weapon|||25,3,approval,annoyance,realization,"[{'label': 'neutral', 'score': 0.969825804233551}, {'label': 'approval', 'score': 0.011048736050724983}, {'label': 'annoyance', 'score': 0.008616280741989613}, {'label': 'realization', 'score': 0.005240253638476133}, {'label': 'anger', 'score': 0.0035528771113604307}, {'label': 'disappointment', 'score': 0.003486436326056719}]"
Lupe Fiasco|||Little Weapon|||25|||4,Lupe Fiasco,Little Weapon,"Now here comes the march of the boy brigade
A macabre parade of the toys he made
In shemaghs and shades, who look half his age
About half the size of the flags they wave
And camouflage suits made to fit youths
'Cause the ones off the dead soldiers hang a lil' loose
Where AK47s that they shooting into heaven
Like they tryna kill a Jetson, the struggles, little recruits
Cute, smileless, heartless, violent
Childhood destroyed, devoid of all childish ways
Can't write their own names
Or read the words that's on they own graves
Think you gangsta? Popped a few rounds?
These kids'll come through and murder a whole town
Then sit back and smoke and watch it burn down
The grave gets deeper the further we go down, it's—",Lupe Fiasco|||Little Weapon|||25,4,annoyance,disappointment,anger,"[{'label': 'neutral', 'score': 0.7623085975646973}, {'label': 'annoyance', 'score': 0.08883866667747498}, {'label': 'disappointment', 'score': 0.047582294791936874}, {'label': 'anger', 'score': 0.03998643159866333}, {'label': 'sadness', 'score': 0.021575426682829857}, {'label': 'disgust', 'score': 0.018488673493266106}]"
Lupe Fiasco|||Little Weapon|||25|||5,Lupe Fiasco,Little Weapon,"Imagine if I had to console
The families of those slain I slayed on game consoles
I aim, I hold right trigger to squeeze
Press up and Y, one less nigga breathe
B for the bombs, press pause for your moms
Make the room silent, she don't approve of violent games
She leave, resume activity
Scarred and blue heart, of hard, sharp wizardry
On next part, I insert code
To sweeten up the little person's murder workload
I tell him he work for CIA with A
A operative, I operate this game all day
I hold the controller connected to the soldier
With weapons on his shoulder
He's only seconds older than me
We playful but serious
Now keep that on mind for online experience, ugh!",Lupe Fiasco|||Little Weapon|||25,5,annoyance,disapproval,approval,"[{'label': 'neutral', 'score': 0.9362911581993103}, {'label': 'annoyance', 'score': 0.04106743261218071}, {'label': 'disapproval', 'score': 0.014040227979421616}, {'label': 'approval', 'score': 0.012030662968754768}, {'label': 'disgust', 'score': 0.00916209165006876}, {'label': 'realization', 'score': 0.008044873364269733}]"
Lupe Fiasco|||Little Weapon|||25|||6,Lupe Fiasco,Little Weapon,"Little weapon, little weapon, little weapon
We're calling you
There's a war, if the guns are just too tall for you
We'll find you something small to use
Little weapon, little weapon, little weapon
We need you now
Little weapon, little weapon, little weapon
We're calling you
There's a war, if the guns are just too tall for you
We'll find you something small to use
Little weapon, little weapon, little weapon
We need you now, blaow!
<\Lyric>```",Lupe Fiasco|||Little Weapon|||25,6,approval,desire,annoyance,"[{'label': 'neutral', 'score': 0.9438487887382507}, {'label': 'approval', 'score': 0.015770921483635902}, {'label': 'desire', 'score': 0.013401433825492859}, {'label': 'annoyance', 'score': 0.010094189085066319}, {'label': 'caring', 'score': 0.00539579801261425}, {'label': 'optimism', 'score': 0.005050476640462875}]"
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||0,Lupe Fiasco,They.Resurrect.Over.New.,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> They.Resurrect.Over.New. <\Song title>
<Lyric> 
Dark matter with the sparks scattered up above, velvet hands in the upper glove—touch
Like bad double dutch, and two Amsterdam's ain't enough—D.R.U.G.S. 
""Don't ruin us,"" God said—DROGAS—too much pride we electric slide
We should be closer, like soca, not a chain, but a choker
I see the sun then the clouds then the vultures, pay respects in my sensei's sculpture
High as the angel on Dikembe's shoulder, eyes looking like MKUltra
Redacted vision through these dark shades, bad dreams through the screens of an arcade
Hangin' on the joy like the residues of heartbreak, park full of art, arteries full of parkay
Beating it, like new games, easily defeating
Or two gangs meeting for the evening, or two feet on a Riesling (Yeah!) slow wind
Meditate until there's no mind, decorate me with shine till I go blind
BDSM dominated it with no bind, safe word is ""Don't stop,"" both, or don't go no times",Lupe Fiasco|||They.Resurrect.Over.New.|||26,0,annoyance,approval,disapproval,"[{'label': 'neutral', 'score': 0.8698775172233582}, {'label': 'annoyance', 'score': 0.03687013313174248}, {'label': 'approval', 'score': 0.029136357828974724}, {'label': 'disapproval', 'score': 0.02692004106938839}, {'label': 'joy', 'score': 0.024059638381004333}, {'label': 'realization', 'score': 0.018488110974431038}]"
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||1,Lupe Fiasco,They.Resurrect.Over.New.,"Proceed to the next level
T.R.O.N
Proceed to the next level
T.R.O.N",Lupe Fiasco|||They.Resurrect.Over.New.|||26,1,approval,annoyance,realization,"[{'label': 'neutral', 'score': 0.9694296717643738}, {'label': 'approval', 'score': 0.014902126975357533}, {'label': 'annoyance', 'score': 0.00634374376386404}, {'label': 'realization', 'score': 0.004919806495308876}, {'label': 'excitement', 'score': 0.0037679404485970736}, {'label': 'optimism', 'score': 0.003119556000456214}]"
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||2,Lupe Fiasco,They.Resurrect.Over.New.,"Coolest, tulips; flowers, fall from the towers
Like balls from Galileo to lay low, ignorance is that the world isn't ours—the gall!
Give them all showers, Tony found the fountain of youth, in the mountain of powder
To only find truth in the fountain, drownin' in power, surrounded with dollars
The moon surrounds us like spoons moving chowder—cut—that's a misdirect
To stir the soul with diseffect, names don't last like Mr. X, unless you Galilee
Droppin' bowling balls on the discotheque, with a disco ball hanging 'round your neck
Dance—it's a new year, every time I open my hands
Thoughts moving circles and the thoughts universal, yokozunas throwing salt in the circle
Sumo you up off off your turf boy, tsunami you up off your surfboard
Midas turn Medusas into gold, 'fore Versace turned words into turquoise
Medusa turned coke into stone with a hand on her thigh, she looked me in the eye and said—",Lupe Fiasco|||They.Resurrect.Over.New.|||26,2,annoyance,disapproval,realization,"[{'label': 'neutral', 'score': 0.8806664943695068}, {'label': 'annoyance', 'score': 0.05666326731443405}, {'label': 'disapproval', 'score': 0.049644485116004944}, {'label': 'realization', 'score': 0.021268576383590698}, {'label': 'disappointment', 'score': 0.017005614936351776}, {'label': 'approval', 'score': 0.0134493513032794}]"
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||3,Lupe Fiasco,They.Resurrect.Over.New.,"(Proceed to the next level)
Come so far, seen so much
T.R.O.N
I cannot settle for good enough
(Proceed to the next level)
So I'll sweat and I'll climb
T.R.O.N
Until I reach my prime
The forces rise and fall again
Through it all, I'll reach the end
(Proceed to the next level)
In my eyes, there's a fire
And it takes me high
Uh!
Yeah",Lupe Fiasco|||They.Resurrect.Over.New.|||26,3,approval,excitement,optimism,"[{'label': 'neutral', 'score': 0.8176024556159973}, {'label': 'approval', 'score': 0.1366182416677475}, {'label': 'excitement', 'score': 0.026297684758901596}, {'label': 'optimism', 'score': 0.024776343256235123}, {'label': 'realization', 'score': 0.01615762524306774}, {'label': 'admiration', 'score': 0.015358366072177887}]"
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||4,Lupe Fiasco,They.Resurrect.Over.New.,"Soulo! Shoot for the moon, even if you miss, you'll be among the stars (Space)
Backstroke in my pool of thought but don't mind the sharks (Wavy)
Ab-Solar-system—intergalactic soldier (Uh)
Lupe say I'm a stoner—I said that I'm much bolder (Yeah)
Trapped in a game where the trap is the game, yeah (Word)
Scope this horror, Aquariuses make it rain here
No love for Your honor—only God can judge us, if you're Islamic, Allah (God!)
I've had it up to my collar with these niggas castin' stones like this Mancala (Uh)
Proceed to the next level, dig that with a platinum shovel—Black magic (Black magic)
Matter of fact—if matter is fact? A matter-factory is in the makin', perhaps
Uh, erase your database, we race against time, no time to set a date
Tetsuo & Youth-induced, too cool for school, unloose the noose and—",Lupe Fiasco|||They.Resurrect.Over.New.|||26,4,annoyance,approval,realization,"[{'label': 'neutral', 'score': 0.943251371383667}, {'label': 'annoyance', 'score': 0.028728555887937546}, {'label': 'approval', 'score': 0.020814798772335052}, {'label': 'realization', 'score': 0.007209982257336378}, {'label': 'anger', 'score': 0.006444938480854034}, {'label': 'disapproval', 'score': 0.00622900016605854}]"
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||5,Lupe Fiasco,They.Resurrect.Over.New.,"Proceed to the next level
Soul!
T.R.O.N. (T.R.O.N.! T.R.O.N.! T.R.O.N.!)
Proceed to the next level
T.R.O.N
Proceed to the next level
T.R.O.N. (T.R.O.N.! T.R.O.N.! T.R.O.N.!)
Proceed to the next level
(T.R.O.N.! T.R.O.N.! T.R.O.N.! T.R.O.N.! T.R.O.N.!)",Lupe Fiasco|||They.Resurrect.Over.New.|||26,5,approval,annoyance,excitement,"[{'label': 'neutral', 'score': 0.9680408239364624}, {'label': 'approval', 'score': 0.013378183357417583}, {'label': 'annoyance', 'score': 0.006496143061667681}, {'label': 'excitement', 'score': 0.00563117815181613}, {'label': 'realization', 'score': 0.005609015002846718}, {'label': 'admiration', 'score': 0.004320424050092697}]"
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||6,Lupe Fiasco,They.Resurrect.Over.New.,"We're going up, we're going up
Next level, next floor
I'm ready for it, I've been waiting all my life
(T.R.O.N., T.R.O.N.)
We're going up, we're going up
Next level, next floor
I'm ready for it, I've been waiting all my life
(T.R.O.N., T.R.O.N.)
<\Lyric>```",Lupe Fiasco|||They.Resurrect.Over.New.|||26,6,excitement,approval,desire,"[{'label': 'neutral', 'score': 0.5651170611381531}, {'label': 'excitement', 'score': 0.3266017436981201}, {'label': 'approval', 'score': 0.06883569806814194}, {'label': 'desire', 'score': 0.024191822856664658}, {'label': 'joy', 'score': 0.019141366705298424}, {'label': 'curiosity', 'score': 0.01609964296221733}]"
Lupe Fiasco|||American Terrorist|||27|||0,Lupe Fiasco,American Terrorist,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> American Terrorist <\Song title>
<Lyric> 
Close your mind
Close your eyes, see with your heart
How do you forgive the murderer of your father?
The ink of a scholar is worth a thousand times more
Than the blood of a martyr (uhh)
Terrorist (yeah, uhh)",Lupe Fiasco|||American Terrorist|||27,0,curiosity,confusion,annoyance,"[{'label': 'neutral', 'score': 0.7232710123062134}, {'label': 'curiosity', 'score': 0.20674385130405426}, {'label': 'confusion', 'score': 0.09449775516986847}, {'label': 'annoyance', 'score': 0.018625570461153984}, {'label': 'sadness', 'score': 0.007767615374177694}, {'label': 'anger', 'score': 0.007226918358355761}]"
Lupe Fiasco|||American Terrorist|||27|||1,Lupe Fiasco,American Terrorist,"We came through the storm, nooses on our necks
And a smallpox blanket to keep us warm
On a 747 on the Pentagon lawn
Wake up, the alarm clock is connected to a bomb
Anthrax lab on a West Virginia farm
Shorty ain't learned to walk, already heavily armed
Civilians and little children is especially harmed
Camoflauged Torahs, Bibles, and glorious Qurans
The books that take you to heaven and let you meet the Lord there
Have become misinterpretated reasons for warfare
Reread them with blind eyes, I guarantee you there's more there
Rich must be blind 'cause they ain't see the poor there, yeah
Need to open up a park
Just close ten schools, we don't need 'em
Can you please call the fire department?
They're down here marching for freedom
Burn down their teepees, turn their TVs on to teach 'em
And move",Lupe Fiasco|||American Terrorist|||27,1,annoyance,disapproval,approval,"[{'label': 'neutral', 'score': 0.8943877220153809}, {'label': 'annoyance', 'score': 0.05761193856596947}, {'label': 'disapproval', 'score': 0.025333797559142113}, {'label': 'approval', 'score': 0.015464766882359982}, {'label': 'disappointment', 'score': 0.010038181208074093}, {'label': 'realization', 'score': 0.0072410195134580135}]"
Lupe Fiasco|||American Terrorist|||27|||2,Lupe Fiasco,American Terrorist,"The more money that they make
The more money that they make, the better and better they live
Whatever they wanna take
Whatever they wanna take, whatever, whatever it is
The more that you wanna learn
The more that you try to learn, the better and better it gets
American terrorist",Lupe Fiasco|||American Terrorist|||27,2,approval,optimism,caring,"[{'label': 'neutral', 'score': 0.751965343952179}, {'label': 'approval', 'score': 0.15788649022579193}, {'label': 'optimism', 'score': 0.07116583734750748}, {'label': 'caring', 'score': 0.01612280122935772}, {'label': 'admiration', 'score': 0.012317662127315998}, {'label': 'desire', 'score': 0.011326353996992111}]"
Lupe Fiasco|||American Terrorist|||27|||3,Lupe Fiasco,American Terrorist,"Now the poor Ku Klux man see that we all brothers
Not 'cause things the same but 'cause we lack the same color
And that's green, now that's mean
Can't burn his cross 'cause he can't afford the gasoline
Now if a Muslim woman strapped with a bomb on a bus
With the seconds running give you the jitters
Just imagine an American-based Christian organization
Planning to poison water supplies to bring the second coming quicker
Nigga! They ain't living properly
Break 'em off a little democracy
Turn their whole culture to a mockery
Give 'em Coca-Cola for their property
Give 'em gum, give 'em guns, get 'em young, give 'em fun
But if they ain't givin' it up, then they ain't gettin' none
And don't give 'em all, naw man, just give 'em some
It's the paper, some of these cops must be Al-Qaeda, nigga, uh",Lupe Fiasco|||American Terrorist|||27,3,annoyance,disapproval,disappointment,"[{'label': 'neutral', 'score': 0.8950088024139404}, {'label': 'annoyance', 'score': 0.09094611555337906}, {'label': 'disapproval', 'score': 0.022020259872078896}, {'label': 'disappointment', 'score': 0.013858571648597717}, {'label': 'anger', 'score': 0.011692717671394348}, {'label': 'realization', 'score': 0.009093823842704296}]"
Lupe Fiasco|||American Terrorist|||27|||4,Lupe Fiasco,American Terrorist,"The more money that they make
The more money that they make, the better and better they live
Whatever they wanna take
Whatever they wanna take, whatever, whatever it is
The more that you wanna learn
The more that you try to learn, the better and better it gets
American terrorist (Terror)
The more money that they make
The more money that they make, the better and better they live
Whatever they wanna take
Whatever they wanna take, whatever, whatever it is
The more that you wanna learn
The more that you try to learn, the better and better it gets
American terrorist (Terrorist)",Lupe Fiasco|||American Terrorist|||27,4,approval,optimism,admiration,"[{'label': 'neutral', 'score': 0.8322027325630188}, {'label': 'approval', 'score': 0.11870020627975464}, {'label': 'optimism', 'score': 0.044970907270908356}, {'label': 'admiration', 'score': 0.011573570780456066}, {'label': 'caring', 'score': 0.009831137955188751}, {'label': 'realization', 'score': 0.009785599075257778}]"
Lupe Fiasco|||American Terrorist|||27|||5,Lupe Fiasco,American Terrorist,"It's like—
Don't give the black man food, give red man liquor
Red man fool, black man nigga
Give yellow man tool, make him railroad builder
Also give him pan, make him pull gold from river
Give black man crack, Glock and things
Give red man craps, slot machines
Now bring it back, bring it back, bring it back, bring it back
Bring it back, bring it back, bring it back, bring it back
Don't give the black man food, give the red man liquor
Red man fool, black man nigga
Give yellow man tool, make him railroad builder
Also give him pan, make him pull gold from river
Give black man crack, Glocks and ting
Give the red man craps, slot machines
Now bring it back, bring it back, bring it back, bring it back
Bring it back, bring it back, bring it back, bring it back, uh",Lupe Fiasco|||American Terrorist|||27,5,annoyance,approval,disapproval,"[{'label': 'neutral', 'score': 0.9626237154006958}, {'label': 'annoyance', 'score': 0.018788062036037445}, {'label': 'approval', 'score': 0.010554497130215168}, {'label': 'disapproval', 'score': 0.00820859894156456}, {'label': 'realization', 'score': 0.005907190032303333}, {'label': 'anger', 'score': 0.004631828051060438}]"
Lupe Fiasco|||American Terrorist|||27|||6,Lupe Fiasco,American Terrorist,"American terrorist
<\Lyric>```",Lupe Fiasco|||American Terrorist|||27,6,anger,annoyance,disgust,"[{'label': 'neutral', 'score': 0.8782191872596741}, {'label': 'anger', 'score': 0.059619415551424026}, {'label': 'annoyance', 'score': 0.041324079036712646}, {'label': 'disgust', 'score': 0.013527133502066135}, {'label': 'approval', 'score': 0.00684819370508194}, {'label': 'fear', 'score': 0.005378414411097765}]"
Lupe Fiasco|||Body of Work|||28|||0,Lupe Fiasco,Body of Work,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Body of Work <\Song title>
<Lyric> 
Closet full of bones, just don't try to put 'em back together
(Try to put 'em back together)
They know just by my tone so wear it like a scarlet letter
(Wear it like a scarlet letter)",Lupe Fiasco|||Body of Work|||28,0,caring,approval,annoyance,"[{'label': 'neutral', 'score': 0.9387028217315674}, {'label': 'caring', 'score': 0.03271186351776123}, {'label': 'approval', 'score': 0.026832574978470802}, {'label': 'annoyance', 'score': 0.01561775803565979}, {'label': 'disapproval', 'score': 0.007738112471997738}, {'label': 'realization', 'score': 0.007333715911954641}]"
Lupe Fiasco|||Body of Work|||28|||1,Lupe Fiasco,Body of Work,"(I've always loved you)
Uhh, quiet in the court for the courtship
Marriage of the dork and the gorgeous
Took her from the king of the corpses
He revolved, jumped the wall of the fort with the horses
This was foretold, Bojangles was tappin' in Morse code
At least to the mad man genius, tap top secrets and more gold
(All of you)
From the guts of the mother
Campbell should move her undercover
With a $3,000 son she just want a lover
And somebody else to come and try and drug her
Take her off the grill, she done
(they will never love you)
Pills celebrating, ""We won""
In the system of the women, never knew he had it in him
This condition when the world that they make him become
(None of you)
Cocaine and new high tech ways, smuggle whole things
(I've always loved you)
From the control range that make radio heads with gold brains
(All of you)
To park 84' Jags on gold chains
Developing nicks from a whole name
God is great, but it's snakes on my soul plane",Lupe Fiasco|||Body of Work|||28,1,love,admiration,approval,"[{'label': 'neutral', 'score': 0.6657882332801819}, {'label': 'love', 'score': 0.3413318395614624}, {'label': 'admiration', 'score': 0.03700323402881622}, {'label': 'approval', 'score': 0.036332421004772186}, {'label': 'realization', 'score': 0.006776589900255203}, {'label': 'annoyance', 'score': 0.005682591814547777}]"
Lupe Fiasco|||Body of Work|||28|||2,Lupe Fiasco,Body of Work,"Anatomy (skin) will be the death of me
Anatomy (skin) that's just my anatomy
Anatomy (skin) will be the death of me
Anatomy (skin)",Lupe Fiasco|||Body of Work|||28,2,sadness,annoyance,disappointment,"[{'label': 'neutral', 'score': 0.9269015192985535}, {'label': 'sadness', 'score': 0.04051893576979637}, {'label': 'annoyance', 'score': 0.014515778049826622}, {'label': 'disappointment', 'score': 0.012797342613339424}, {'label': 'realization', 'score': 0.012387096881866455}, {'label': 'fear', 'score': 0.011163114570081234}]"
Lupe Fiasco|||Body of Work|||28|||3,Lupe Fiasco,Body of Work,"(Tell me what to do)
Limo to the limit, fill it 'til the brim get in it
You can't get it, if you gotta ask
(Make me pretty) In that case I want two masks
Bottom class, dollar cast, poppin' tags, droppin' trash
In shopping bags 'til Akeem take our pocket cash
(Am I beautiful?)
Write it in lights, molly in the body of Christ
Drop me to the lobby from heights (trust me)
Then over the threshold to redeem the doorway
Fourteen broads like the king of Norway
Fourteen broads having dreams of foreplay
Fourteen arm Shiva, viva la coup!
(Love you) If the government get it, I'm a fool",Lupe Fiasco|||Body of Work|||28,3,annoyance,anger,love,"[{'label': 'annoyance', 'score': 0.2972787022590637}, {'label': 'neutral', 'score': 0.21523304283618927}, {'label': 'anger', 'score': 0.07553966343402863}, {'label': 'love', 'score': 0.04839608445763588}, {'label': 'disappointment', 'score': 0.038568370044231415}, {'label': 'disapproval', 'score': 0.023145955055952072}]"
Lupe Fiasco|||Body of Work|||28|||4,Lupe Fiasco,Body of Work,"Sanskrit dance on the page of the dead book
Don't leave the restroom with the left foot
Flags of Tibet, to bet, to bed, to death, flesh
Release the leash on a fast car
Feed on the keys, fall asleep in a Jaguar
The tip of thy sword is white
Am I night, am I black, am I light?
Have I been this?
Realize my begin when I find where my end this
Oedipus wrecks, motherfucker this better than sex
Material potion the love of my martyr
Currency soaked in the blood of my father
(Will you cry for me?)
Sky burial, let the wind carry you, farther
Than I could (live forever)
An anatomy, not of me, knotting me to it, nodding me to it
Eyes of the I and others, watching me do it
Adapt in each rubric
Kubrick in plot and tone
Lots of bones, skulls to the top of tone
Skim through it is just skin to it
You're so thin you see the sins through it
<\Lyric>```",Lupe Fiasco|||Body of Work|||28,4,confusion,annoyance,curiosity,"[{'label': 'neutral', 'score': 0.5221415162086487}, {'label': 'confusion', 'score': 0.152343288064003}, {'label': 'annoyance', 'score': 0.1301455944776535}, {'label': 'curiosity', 'score': 0.11708788573741913}, {'label': 'realization', 'score': 0.05613899230957031}, {'label': 'anger', 'score': 0.04290773719549179}]"
"Lupe Fiasco|||Paris, Tokyo|||29|||0",Lupe Fiasco,"Paris, Tokyo","```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Paris, Tokyo <\Song title>
<Lyric> 
I know, I know but I gotta get up outta here, you know?
I gotta go pay these bills, I got a show to do, you know?
One time, for your mind","Lupe Fiasco|||Paris, Tokyo|||29",0,curiosity,approval,annoyance,"[{'label': 'neutral', 'score': 0.6301044821739197}, {'label': 'curiosity', 'score': 0.08425027877092361}, {'label': 'approval', 'score': 0.07402665913105011}, {'label': 'annoyance', 'score': 0.05584564805030823}, {'label': 'optimism', 'score': 0.02357676438987255}, {'label': 'caring', 'score': 0.022404057905077934}]"
"Lupe Fiasco|||Paris, Tokyo|||29|||1",Lupe Fiasco,"Paris, Tokyo","Let's go to sleep in Paris
Wake up in Tokyo
Have a dream in New Orleans
Fall in love in Chicago, man
Wherever I go she go","Lupe Fiasco|||Paris, Tokyo|||29",1,love,desire,joy,"[{'label': 'love', 'score': 0.6265226602554321}, {'label': 'neutral', 'score': 0.2383754700422287}, {'label': 'desire', 'score': 0.08018656075000763}, {'label': 'joy', 'score': 0.05116184428334236}, {'label': 'excitement', 'score': 0.04640056937932968}, {'label': 'approval', 'score': 0.02522279880940914}]"
"Lupe Fiasco|||Paris, Tokyo|||29|||2",Lupe Fiasco,"Paris, Tokyo","I love her, and I hate to leave her lonely
Ring-ring went the iPhone, it was my homie
He said, ""Let's hit Japan, if we can make 'em jam
We can make a hundred grand, spend it in the south of France""
Nothing further; I jumped, grabbed my Goyard trunk
Got ready to walk it out like Unk in my John Lennon Chucks
That's when I heard murder
""You're killing me, you're filling me with sorrow
Sunrise, goodbyes, and missing you tomorrows""
I turn to see my dream, love supreme queen
Meanest thing on the scene cry
I drop my bags in a flash, that's faster
Than 180 on that dash, shirt to dry her tears
And wipe the rain from my dear like Dasher
You's the dame who's the username to all my passwords
The reason I get fly is Ibn Jasper
I even keep your picture in my passport
Love, love","Lupe Fiasco|||Paris, Tokyo|||29",2,love,sadness,disappointment,"[{'label': 'love', 'score': 0.6517387628555298}, {'label': 'sadness', 'score': 0.5763062834739685}, {'label': 'disappointment', 'score': 0.11132776737213135}, {'label': 'anger', 'score': 0.07144347578287125}, {'label': 'neutral', 'score': 0.044588878750801086}, {'label': 'annoyance', 'score': 0.043846495449543}]"
"Lupe Fiasco|||Paris, Tokyo|||29|||3",Lupe Fiasco,"Paris, Tokyo","Let's go to sleep in Paris
Wake up in Tokyo
Have a dream in New Orleans
Fall in love in Chicago, man
Then we can land in the motherland
Camel-back across the desert sand
And take a train, to Rome, or home
Brazil, for real
Wherever I go she goes
Wherever I go she goes","Lupe Fiasco|||Paris, Tokyo|||29",3,love,desire,excitement,"[{'label': 'neutral', 'score': 0.7227818369865417}, {'label': 'love', 'score': 0.07189368456602097}, {'label': 'desire', 'score': 0.06496810913085938}, {'label': 'excitement', 'score': 0.047528479248285294}, {'label': 'joy', 'score': 0.036523040384054184}, {'label': 'approval', 'score': 0.02861860580742359}]"
"Lupe Fiasco|||Paris, Tokyo|||29|||4",Lupe Fiasco,"Paris, Tokyo","So let's keep it real, all in together, ""Free Chill""
Tell the stewardess to throw a movie on the reel
Heat up my kosher meal, exchange my dollar bills
Lean back in my first class seat and sleep
Don't wake me 'til I land
Where they barely understand what I speak
But they nod to my beats
I tell my fans who I am and they stand
And they clap, they applaud, they love me, my God
Otsukaresama deshita, or maybe au revoir
A spree on Saint-Honoré, then back to Charles de Gaulle
So I can get home and tell her everywhere that I been, and
Everything that I done, and
Tell her that she's the one, and, umm","Lupe Fiasco|||Paris, Tokyo|||29",4,approval,joy,love,"[{'label': 'neutral', 'score': 0.8103201389312744}, {'label': 'approval', 'score': 0.06499289721250534}, {'label': 'joy', 'score': 0.05328400433063507}, {'label': 'love', 'score': 0.040982700884342194}, {'label': 'excitement', 'score': 0.03204285725951195}, {'label': 'admiration', 'score': 0.02321738563477993}]"
"Lupe Fiasco|||Paris, Tokyo|||29|||5",Lupe Fiasco,"Paris, Tokyo","Guess who's back in the house
With a bunch of souvenirs and a smile for your mouth
I really missed you, each and every night I kissed you
In my dreams 'fore I went to sleep
To la-la land to count them sheep
I swear you're looking prettier than ever
It's got to be a prophecy for us to stay together, evermore
For better or, less or poor
Or worth our weight in buried treasure, X's on the shore
I know my world tour's like war to you
But Ian said, ""Aloha"", and Harley said, ""Cheers""
Julian said, ""Bonjour"", Big O was like, ""Yeah!""
Amanda and Le Messie want to know when we going there
Edison sends his love, so does the rest of the club
Of the international playboys and playgirls
But I revoke my membership, all for My Tenderness
She said, ""Pursue your interests 'cause even if I'm ticketless
I'll be there, by your side
In your heart, and on your mind""
So, as I taxi down another runway
I gotcha, who loves you bae
Now bring it back now","Lupe Fiasco|||Paris, Tokyo|||29",5,love,admiration,sadness,"[{'label': 'neutral', 'score': 0.23956120014190674}, {'label': 'love', 'score': 0.21989774703979492}, {'label': 'admiration', 'score': 0.11067508906126022}, {'label': 'sadness', 'score': 0.06169712916016579}, {'label': 'desire', 'score': 0.0558854304254055}, {'label': 'disappointment', 'score': 0.04189690202474594}]"
"Lupe Fiasco|||Paris, Tokyo|||29|||6",Lupe Fiasco,"Paris, Tokyo","Let's go to sleep in Paris
Wake up in Tokyo
Have a dream in New Orleans
Fall in love in Chicago, man
Then we can land in the motherland
Camel-back across the desert sand
And take a train, to Rome, or home
Brazil, for real
Wherever I go she goes
Wherever I go she goes
Wherever I go she goes
Wherever I go she goes
<\Lyric>```","Lupe Fiasco|||Paris, Tokyo|||29",6,desire,love,excitement,"[{'label': 'neutral', 'score': 0.7677215933799744}, {'label': 'desire', 'score': 0.05799136683344841}, {'label': 'love', 'score': 0.050684574991464615}, {'label': 'excitement', 'score': 0.044470880180597305}, {'label': 'joy', 'score': 0.032866787165403366}, {'label': 'approval', 'score': 0.02531852200627327}]"
