id,artist_name,song_title,lyrics,parent_id,chunk_order,
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||1,Lupe Fiasco,They.Resurrect.Over.New.,"Proceed to the next level
T.R.O.N
Proceed to the next level
T.R.O.N",Lupe Fiasco|||They.Resurrect.Over.New.|||26,1,
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||2,Lupe Fiasco,They.Resurrect.Over.New.,"Coolest, tulips; flowers, fall from the towers
Like balls from Galileo to lay low, ignorance is that the world isn't ours?”the gall!
Give them all showers, Tony found the fountain of youth, in the mountain of powder
To only find truth in the fountain, drownin' in power, surrounded with dollars
The moon surrounds us like spoons moving chowder?”cut?”that's a misdirect
To stir the soul with diseffect, names don't last like Mr. X, unless you Galilee
Droppin' bowling balls on the discotheque, with a disco ball hanging 'round your neck
Dance?”it's a new year, every time I open my hands
Thoughts moving circles and the thoughts universal, yokozunas throwing salt in the circle
Sumo you up off off your turf boy, tsunami you up off your surfboard
Midas turn Medusas into gold, 'fore Versace turned words into turquoise
Medusa turned coke into stone with a hand on her thigh, she looked me in the eye and said??,Lupe Fiasco|||They.Resurrect.Over.New.|||26,2
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||3,Lupe Fiasco,They.Resurrect.Over.New.,(Proceed to the next level)",,,
Come so far, seen so much,,,,,
T.R.O.N,,,,,,
I cannot settle for good enough,,,,,,
(Proceed to the next level),,,,,,
So I'll sweat and I'll climb,,,,,,
T.R.O.N,,,,,,
Until I reach my prime,,,,,,
The forces rise and fall again,,,,,,
Through it all, I'll reach the end,,,,,
(Proceed to the next level),,,,,,
In my eyes, there's a fire,,,,,
And it takes me high,,,,,,
Uh!,,,,,,
"Yeah""",Lupe Fiasco|||They.Resurrect.Over.New.|||26,3,,,,
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||4,Lupe Fiasco,They.Resurrect.Over.New.,"Soulo! Shoot for the moon, even if you miss, you'll be among the stars (Space)
Backstroke in my pool of thought but don't mind the sharks (Wavy)
Ab-Solar-system?”intergalactic soldier (Uh)
Lupe say I'm a stoner?”I said that I'm much bolder (Yeah)
Trapped in a game where the trap is the game, yeah (Word)
Scope this horror, Aquariuses make it rain here
No love for Your honor?”only God can judge us, if you're Islamic, Allah (God!)
I've had it up to my collar with these niggas castin' stones like this Mancala (Uh)
Proceed to the next level, dig that with a platinum shovel?”Black magic (Black magic)
Matter of fact?”if matter is fact? A matter-factory is in the makin', perhaps
Uh, erase your database, we race against time, no time to set a date
Tetsuo & Youth-induced, too cool for school, unloose the noose and??,Lupe Fiasco|||They.Resurrect.Over.New.|||26,4
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||5,Lupe Fiasco,They.Resurrect.Over.New.,Proceed to the next level",,,
Soul!,,,,,,
T.R.O.N. (T.R.O.N.! T.R.O.N.! T.R.O.N.!),,,,,,
Proceed to the next level,,,,,,
T.R.O.N,,,,,,
Proceed to the next level,,,,,,
T.R.O.N. (T.R.O.N.! T.R.O.N.! T.R.O.N.!),,,,,,
Proceed to the next level,,,,,,
"(T.R.O.N.! T.R.O.N.! T.R.O.N.! T.R.O.N.! T.R.O.N.!)""",Lupe Fiasco|||They.Resurrect.Over.New.|||26,5,,,,
Lupe Fiasco|||They.Resurrect.Over.New.|||26|||6,Lupe Fiasco,They.Resurrect.Over.New.,"We're going up, we're going up
Next level, next floor
I'm ready for it, I've been waiting all my life
(T.R.O.N., T.R.O.N.)
We're going up, we're going up
Next level, next floor
I'm ready for it, I've been waiting all my life
(T.R.O.N., T.R.O.N.)
<\Lyric>```",Lupe Fiasco|||They.Resurrect.Over.New.|||26,6,
Lupe Fiasco|||American Terrorist|||27|||0,Lupe Fiasco,American Terrorist,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> American Terrorist <\Song title>
<Lyric> 
Close your mind
Close your eyes, see with your heart
How do you forgive the murderer of your father?
The ink of a scholar is worth a thousand times more
Than the blood of a martyr (uhh)
Terrorist (yeah, uhh)",Lupe Fiasco|||American Terrorist|||27,0,
Lupe Fiasco|||American Terrorist|||27|||1,Lupe Fiasco,American Terrorist,"We came through the storm, nooses on our necks
And a smallpox blanket to keep us warm
On a 747 on the Pentagon lawn
Wake up, the alarm clock is connected to a bomb
Anthrax lab on a West Virginia farm
Shorty ain't learned to walk, already heavily armed
Civilians and little children is especially harmed
Camoflauged Torahs, Bibles, and glorious Qurans
The books that take you to heaven and let you meet the Lord there
Have become misinterpretated reasons for warfare
Reread them with blind eyes, I guarantee you there's more there
Rich must be blind 'cause they ain't see the poor there, yeah
Need to open up a park
Just close ten schools, we don't need 'em
Can you please call the fire department?
They're down here marching for freedom
Burn down their teepees, turn their TVs on to teach 'em
And move",Lupe Fiasco|||American Terrorist|||27,1,
Lupe Fiasco|||American Terrorist|||27|||2,Lupe Fiasco,American Terrorist,"The more money that they make
The more money that they make, the better and better they live
Whatever they wanna take
Whatever they wanna take, whatever, whatever it is
The more that you wanna learn
The more that you try to learn, the better and better it gets
American terrorist",Lupe Fiasco|||American Terrorist|||27,2,
Lupe Fiasco|||American Terrorist|||27|||3,Lupe Fiasco,American Terrorist,"Now the poor Ku Klux man see that we all brothers
Not 'cause things the same but 'cause we lack the same color
And that's green, now that's mean
Can't burn his cross 'cause he can't afford the gasoline
Now if a Muslim woman strapped with a bomb on a bus
With the seconds running give you the jitters
Just imagine an American-based Christian organization
Planning to poison water supplies to bring the second coming quicker
Nigga! They ain't living properly
Break 'em off a little democracy
Turn their whole culture to a mockery
Give 'em Coca-Cola for their property
Give 'em gum, give 'em guns, get 'em young, give 'em fun
But if they ain't givin' it up, then they ain't gettin' none
And don't give 'em all, naw man, just give 'em some
It's the paper, some of these cops must be Al-Qaeda, nigga, uh",Lupe Fiasco|||American Terrorist|||27,3,
Lupe Fiasco|||American Terrorist|||27|||4,Lupe Fiasco,American Terrorist,"The more money that they make
The more money that they make, the better and better they live
Whatever they wanna take
Whatever they wanna take, whatever, whatever it is
The more that you wanna learn
The more that you try to learn, the better and better it gets
American terrorist (Terror)
The more money that they make
The more money that they make, the better and better they live
Whatever they wanna take
Whatever they wanna take, whatever, whatever it is
The more that you wanna learn
The more that you try to learn, the better and better it gets
American terrorist (Terrorist)",Lupe Fiasco|||American Terrorist|||27,4,
Lupe Fiasco|||American Terrorist|||27|||5,Lupe Fiasco,American Terrorist,"It's like??Don't give the black man food, give red man liquor
Red man fool, black man nigga
Give yellow man tool, make him railroad builder
Also give him pan, make him pull gold from river
Give black man crack, Glock and things
Give red man craps, slot machines
Now bring it back, bring it back, bring it back, bring it back
Bring it back, bring it back, bring it back, bring it back
Don't give the black man food, give the red man liquor
Red man fool, black man nigga
Give yellow man tool, make him railroad builder
Also give him pan, make him pull gold from river
Give black man crack, Glocks and ting
Give the red man craps, slot machines
Now bring it back, bring it back, bring it back, bring it back
Bring it back, bring it back, bring it back, bring it back, uh",Lupe Fiasco|||American Terrorist|||27,5,
Lupe Fiasco|||American Terrorist|||27|||6,Lupe Fiasco,American Terrorist,"American terrorist
<\Lyric>```",Lupe Fiasco|||American Terrorist|||27,6,
Lupe Fiasco|||Body of Work|||28|||0,Lupe Fiasco,Body of Work,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Body of Work <\Song title>
<Lyric> 
Closet full of bones, just don't try to put 'em back together
(Try to put 'em back together)
They know just by my tone so wear it like a scarlet letter
(Wear it like a scarlet letter)",Lupe Fiasco|||Body of Work|||28,0,
Lupe Fiasco|||Body of Work|||28|||1,Lupe Fiasco,Body of Work,"(I've always loved you)
Uhh, quiet in the court for the courtship
Marriage of the dork and the gorgeous
Took her from the king of the corpses
He revolved, jumped the wall of the fort with the horses
This was foretold, Bojangles was tappin' in Morse code
At least to the mad man genius, tap top secrets and more gold
(All of you)
From the guts of the mother
Campbell should move her undercover
With a $3,000 son she just want a lover
And somebody else to come and try and drug her
Take her off the grill, she done
(they will never love you)
Pills celebrating, ""We won""
In the system of the women, never knew he had it in him
This condition when the world that they make him become
(None of you)
Cocaine and new high tech ways, smuggle whole things
(I've always loved you)
From the control range that make radio heads with gold brains
(All of you)
To park 84' Jags on gold chains
Developing nicks from a whole name
God is great, but it's snakes on my soul plane",Lupe Fiasco|||Body of Work|||28,1,
Lupe Fiasco|||Body of Work|||28|||2,Lupe Fiasco,Body of Work,"Anatomy (skin) will be the death of me
Anatomy (skin) that's just my anatomy
Anatomy (skin) will be the death of me
Anatomy (skin)",Lupe Fiasco|||Body of Work|||28,2,
Lupe Fiasco|||Body of Work|||28|||3,Lupe Fiasco,Body of Work,"(Tell me what to do)
Limo to the limit, fill it 'til the brim get in it
You can't get it, if you gotta ask
(Make me pretty) In that case I want two masks
Bottom class, dollar cast, poppin' tags, droppin' trash
In shopping bags 'til Akeem take our pocket cash
(Am I beautiful?)
Write it in lights, molly in the body of Christ
Drop me to the lobby from heights (trust me)
Then over the threshold to redeem the doorway
Fourteen broads like the king of Norway
Fourteen broads having dreams of foreplay
Fourteen arm Shiva, viva la coup!
(Love you) If the government get it, I'm a fool",Lupe Fiasco|||Body of Work|||28,3,
Lupe Fiasco|||Body of Work|||28|||4,Lupe Fiasco,Body of Work,"Sanskrit dance on the page of the dead book
Don't leave the restroom with the left foot
Flags of Tibet, to bet, to bed, to death, flesh
Release the leash on a fast car
Feed on the keys, fall asleep in a Jaguar
The tip of thy sword is white
Am I night, am I black, am I light?
Have I been this?
Realize my begin when I find where my end this
Oedipus wrecks, motherfucker this better than sex
Material potion the love of my martyr
Currency soaked in the blood of my father
(Will you cry for me?)
Sky burial, let the wind carry you, farther
Than I could (live forever)
An anatomy, not of me, knotting me to it, nodding me to it
Eyes of the I and others, watching me do it
Adapt in each rubric
Kubrick in plot and tone
Lots of bones, skulls to the top of tone
Skim through it is just skin to it
You're so thin you see the sins through it
<\Lyric>```",Lupe Fiasco|||Body of Work|||28,4,
"Lupe Fiasco|||Paris, Tokyo|||29|||0",Lupe Fiasco,"Paris, Tokyo","```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Paris, Tokyo <\Song title>
<Lyric> 
I know, I know but I gotta get up outta here, you know?
I gotta go pay these bills, I got a show to do, you know?
One time, for your mind","Lupe Fiasco|||Paris, Tokyo|||29",0,
"Lupe Fiasco|||Paris, Tokyo|||29|||1",Lupe Fiasco,"Paris, Tokyo","Let's go to sleep in Paris
Wake up in Tokyo
Have a dream in New Orleans
Fall in love in Chicago, man
Wherever I go she go","Lupe Fiasco|||Paris, Tokyo|||29",1,
"Lupe Fiasco|||Paris, Tokyo|||29|||2",Lupe Fiasco,"Paris, Tokyo","I love her, and I hate to leave her lonely
Ring-ring went the iPhone, it was my homie
He said, ""Let's hit Japan, if we can make 'em jam
We can make a hundred grand, spend it in the south of France""
Nothing further; I jumped, grabbed my Goyard trunk
Got ready to walk it out like Unk in my John Lennon Chucks
That's when I heard murder
""You're killing me, you're filling me with sorrow
Sunrise, goodbyes, and missing you tomorrows""
I turn to see my dream, love supreme queen
Meanest thing on the scene cry
I drop my bags in a flash, that's faster
Than 180 on that dash, shirt to dry her tears
And wipe the rain from my dear like Dasher
You's the dame who's the username to all my passwords
The reason I get fly is Ibn Jasper
I even keep your picture in my passport
Love, love","Lupe Fiasco|||Paris, Tokyo|||29",2,
"Lupe Fiasco|||Paris, Tokyo|||29|||3",Lupe Fiasco,"Paris, Tokyo","Let's go to sleep in Paris
Wake up in Tokyo
Have a dream in New Orleans
Fall in love in Chicago, man
Then we can land in the motherland
Camel-back across the desert sand
And take a train, to Rome, or home
Brazil, for real
Wherever I go she goes
Wherever I go she goes","Lupe Fiasco|||Paris, Tokyo|||29",3,
"Lupe Fiasco|||Paris, Tokyo|||29|||4",Lupe Fiasco,"Paris, Tokyo","So let's keep it real, all in together, ""Free Chill""
Tell the stewardess to throw a movie on the reel
Heat up my kosher meal, exchange my dollar bills
Lean back in my first class seat and sleep
Don't wake me 'til I land
Where they barely understand what I speak
But they nod to my beats
I tell my fans who I am and they stand
And they clap, they applaud, they love me, my God
Otsukaresama deshita, or maybe au revoir
A spree on Saint-HonorÃ©, then back to Charles de Gaulle
So I can get home and tell her everywhere that I been, and
Everything that I done, and
Tell her that she's the one, and, umm","Lupe Fiasco|||Paris, Tokyo|||29",4,
"Lupe Fiasco|||Paris, Tokyo|||29|||5",Lupe Fiasco,"Paris, Tokyo","Guess who's back in the house
With a bunch of souvenirs and a smile for your mouth
I really missed you, each and every night I kissed you
In my dreams 'fore I went to sleep
To la-la land to count them sheep
I swear you're looking prettier than ever
It's got to be a prophecy for us to stay together, evermore
For better or, less or poor
Or worth our weight in buried treasure, X's on the shore
I know my world tour's like war to you
But Ian said, ""Aloha"", and Harley said, ""Cheers""
Julian said, ""Bonjour"", Big O was like, ""Yeah!""
Amanda and Le Messie want to know when we going there
Edison sends his love, so does the rest of the club
Of the international playboys and playgirls
But I revoke my membership, all for My Tenderness
She said, ""Pursue your interests 'cause even if I'm ticketless
I'll be there, by your side
In your heart, and on your mind""
So, as I taxi down another runway
I gotcha, who loves you bae
Now bring it back now","Lupe Fiasco|||Paris, Tokyo|||29",5,
"Lupe Fiasco|||Paris, Tokyo|||29|||6",Lupe Fiasco,"Paris, Tokyo","Let's go to sleep in Paris
Wake up in Tokyo
Have a dream in New Orleans
Fall in love in Chicago, man
Then we can land in the motherland
Camel-back across the desert sand
And take a train, to Rome, or home
Brazil, for real
Wherever I go she goes
Wherever I go she goes
Wherever I go she goes
Wherever I go she goes
<\Lyric>```","Lupe Fiasco|||Paris, Tokyo|||29",6,
Lupe Fiasco|||The Cool|||30|||0,Lupe Fiasco,The Cool,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> The Cool <\Song title>
<Lyric> 
Yeah
Yeah
""The Cool""
Turn me up, uh-huh, yeah",Lupe Fiasco|||The Cool|||30,0,
Lupe Fiasco|||The Cool|||30|||1,Lupe Fiasco,The Cool,"He came back in the same suit that he was buried in
Similar to the one his grandfather was married in
Yes, he was still fresh-to-death
Bling, two earrings, a chain layin' on his chest
He still had it 'cause they couldn't find it
And the bullets from his enemies sat, like, two inches behind it
Smelled the Hennessy from when his niggas got reminded
And poured out liquor in his memory; he didn't mind it, but??He couldn't sip it fast enough
So, the liquor was just fillin' the casket up
Floatin' down by his feet was the letter from his sister
Second-grade handwriting simply read, ""I miss ya""
Suit jacket pocket held his baby daughter's picture
Right next to it, one of his mans stuck a Swisher
He had a notion as he laid there soakin'
He saw that the latch was broken, he kicked his casket open
And he...",Lupe Fiasco|||The Cool|||30,1,
Lupe Fiasco|||The Cool|||30|||2,Lupe Fiasco,The Cool,"This life goes passing you by
It might go fast if you lie
You born, you live, then you die
Oh-oh-oh-oh
If life goes passing you by
Don't cry
If you're breaking the rules, making your moves (Yeah)
Paying your dues (Uh-huh), chasing the cool",Lupe Fiasco|||The Cool|||30,2,
Lupe Fiasco|||The Cool|||30|||3,Lupe Fiasco,The Cool,"Not at all nervous as he dug to the surface
Tarnished gold chain is what he loosened up the earth with
He used his mouth as a shovel to try and hollow it
And when he couldn't dirt-spit, he swallowed it
Working like a... hmm... reverse archaeologist
Except his buried treasure was sunshine
So when some shined through a hole that he had drove
It reflected off the gold and almost made son blind
He grabbed onto some grass and climbed
Pulled hisself up out of his own grave and looked at the time
On the watch that had stopped six months after the shots
That'd got him in the box; wringing Henny out his socks
Figured it was hours because he wasn't older
Used some flowers to brush the dirt up off his shoulder
So, with a right hand that was all bones
And no reason to stay, he decided to walk home
So he...",Lupe Fiasco|||The Cool|||30,3,
Lupe Fiasco|||The Cool|||30|||4,Lupe Fiasco,The Cool,"This life goes passing you by
It might go fast if you lie (Yeah)
You born, you live, then you die
Oh-oh-oh-oh
If life goes passing you by
Don't cry (Ugh)
If you're breaking the rules (Yeah), making your moves (Ugh)
Paying your dues (Ugh), chasing the cool",Lupe Fiasco|||The Cool|||30,4,
Lupe Fiasco|||The Cool|||30|||5,Lupe Fiasco,The Cool,"He begged for some change to get him on the train
""Damn, that nigga stank"" is what they complained
Tried to light the blunt, but it burst into flames
Caught the reflection in the window of what he became
A long look; wasn't shook, wasn't ashamed
Matter-fact, only thing on his brain was brains
Yeah, and gettin' back in his lane
Doin' his thing?”first, he had to find somethin' to sling
Next stop was his block; it had the same cops
Walked right past the same spot where he was shot
Shocked that some lil' niggas tried to sell him rocks
It just felt weird, being on the opposite
They figured that he wasn't from there, so they pulled out
And robbed him with the same gun they shot him with
Put it to his head and said, ""You're scared, ain't you?""
He said, ""Hustler for death, no heaven for a gangster""
And...",Lupe Fiasco|||The Cool|||30,5,
Lupe Fiasco|||The Cool|||30|||6,Lupe Fiasco,The Cool,"This life goes passing you by
It might go fast if you lie (Ugh)
You born, you live, then you die (Ugh)
Oh-oh-oh-oh
If life goes passing you by
Don't cry
If you're breaking the rules, making your moves
Paying your dues, chasing the cool",Lupe Fiasco|||The Cool|||30,6,
Lupe Fiasco|||The Cool|||30|||7,Lupe Fiasco,The Cool,"Yeah
Ugh
The Cool!
<\Lyric>```",Lupe Fiasco|||The Cool|||30,7,
Lupe Fiasco|||Sunshine|||31|||0,Lupe Fiasco,Sunshine,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Sunshine <\Song title>
<Lyric> 
Yeah, yeah (Woo!)
Ugh, alright, yeah, alright
Ugh!",Lupe Fiasco|||Sunshine|||31,0,
Lupe Fiasco|||Sunshine|||31|||1,Lupe Fiasco,Sunshine,"Fresh to def she is
From her steps to her set she is
So death might not let me live, ya dig?
Fresh, uh-huh?”yes, she is
Had a feeling that it would be a day like this
The orchestra in my mind, don't play like this, naw
But I'm prepared for it, got a little rare for it
Brushed off my Airs, even cut my hair for it
'Cause normally I don't care for it
Don't even be looking for light like that, then there go it
Yeah, right over there, so I prepared to pour it
Little scared, my stare lowered, momma said have no fear
Plus I'm already out of my chair
Gather up my Airs on my square from here forward
It's nothing, right
So here go it, whispered in her ear
It's kinda crowded in here, would she care to blow it
And she said, ""Yeah""",Lupe Fiasco|||Sunshine|||31,1,
Lupe Fiasco|||Sunshine|||31|||2,Lupe Fiasco,Sunshine,"You're my sunshine
(You?™re my sunshine)
You're my moonlight
(You?™re my moonlight)
You're the starry skies above me
Won't you please come down and hug me
Think I found love in this club tonight",Lupe Fiasco|||Sunshine|||31,2,
Lupe Fiasco|||Sunshine|||31|||3,Lupe Fiasco,Sunshine,"Never met her before
But I think I like her, like a metaphor?”it's hard to get
In the car we sit, from the intro
She rolled down the window, just in case I was a schizo
I compliment her on the common sense
I'm calm, a little more confident
Uh-huh, and then we lose consciousness
She says that I've been waiting for you
And I know you've been chasing me too
Since they kidnapped me from a castle, I've been thinking of you
I told a fire-breathing dragon he better not harm me
Or be sorry when he meets my one man army
And thou has come to rescue me
My knight in shining armor, yes, you be
Woken up by the horn of an SUV
I said, ""See? Too beautiful to let you sleep
You're my sunshine""",Lupe Fiasco|||Sunshine|||31,3,
Lupe Fiasco|||Sunshine|||31|||4,Lupe Fiasco,Sunshine,"Relationship is just thirty minutes long
It's kinda heavy, maybe a little strong
Gonna take much more than once
Can't trust what each of us say at least for a month
Or two, before I bid you adieu
Do this one thing for me; out of the trillions
Of numbers that's in the world, just leave me a few
That lead to you
Won't be long then, I'll see you in the morning
Cool?
<\Lyric>```",Lupe Fiasco|||Sunshine|||31,4,
Lupe Fiasco|||Streets on Fire|||32|||0,Lupe Fiasco,Streets on Fire,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Streets on Fire <\Song title>
<Lyric> 
Tonight, tonight, tonight
The stars are aligned, and the planets colliding
The plan is arriving, and she's out there smiling
The fear is upon us, the skies tried to warn us
The parents are goners, no children to mourn us
It's driving me crazy, this war is my lady
We've lost all our babies, and God is amazing
The tick of the timer, the slip of the rhymer
The pimp and the riser
Your cross, there you'll find her
Hey, hey",Lupe Fiasco|||Streets on Fire|||32,0,
Lupe Fiasco|||Streets on Fire|||32|||1,Lupe Fiasco,Streets on Fire,"Death is on the tip of her tongue and
Danger's at the tip of her fingers
Streets are on fire tonight
Death is on the tip of her tongue and
Danger's at the tip of her fingers
Streets are on fire tonight",Lupe Fiasco|||Streets on Fire|||32,1,
Lupe Fiasco|||Streets on Fire|||32|||2,Lupe Fiasco,Streets on Fire,"Disease, the virus is spreading in all directions
No safe zone no cure and no protection
No symptoms define the signs of an infection
No vaccines, remedies, and no corrections
Quarantine the dreams and seal off the connections
Don't let them in, not a friend, not a reflection
Everybody's got it and want you to have it next and
Don't accept them if you want to stay as an exception
No pill can heal the ill of this
Sickness, some are still in doubt of its existence
Some call it forgiveness and some call it the vengeance
Some say it's an exit and some say it's an entrance
The poor say the rich have the cure
The rich say the poor are the source
Revolutionaries say it's psychological war
Invented by the press, just to have something to report
Some say the first case came from a maternity ward
Some say a morgue, some say the skies, some say the floors
Whores say the nuns, nuns say the whores
And everybody is sure
The scientist say it only affects the mind
The little boy said it only affects the girls
The preacher man said it's going to kill off the soul
A bum said it's gonna kill the whole wide world",Lupe Fiasco|||Streets on Fire|||32,2,
Lupe Fiasco|||Streets on Fire|||32|||3,Lupe Fiasco,Streets on Fire,"""Believe!"", so say the neon signs by the
Loudspeakers repeating that everything is fine;
A subtle solace to demolish the troubled conscience
Of a populace with no knowledge and every freedom denied
Every dream is designed and broadcasted
From the masters to the masses
From the antennas on the top of the shrines
Refine the receiver and plant it
During the panic and short it, it reports back
Everything in your mind, everything is lying
Everything is dying, everything is a rule
Everything is a crime, everything was here then
Everything rewind the new
Weather burned the feathers off everything flying
(And she likes it, and she loves it)
The sadness, the madness, the bad shit
The lavish, the fastest, the clashes, the ashes to ashes
Everything intertwined
My femme fatale my darling fraudulent angel
Once caught her changing the batteries in her halo
Receipt for her wings and everything that she paid for
And the address to the factory where they made those
Scientist said she's all inside my mind
The little boy said ""What happened to all the girls?""
The preacher man said ""She's going to kill off your soul.""
The dope boy said ""It's the whole wide world.""
<\Lyric>```",Lupe Fiasco|||Streets on Fire|||32,3,
Lupe Fiasco|||Little Death|||33|||0,Lupe Fiasco,Little Death,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Little Death <\Song title>
<Lyric> 
Now bring it out like a finger in the back of your mouth
Cherubs and cerebellum
Terror at Sarah's wedding, Sam marrying Sam
Band pushed upon the finger of Sam's hairiest hand (OOOH!)
If that sickens you, you a bigot
If it doesn't, well then you're wicked
Such is life, odd as Egg McMuffins at night
No answers, so let us watch these dancers
Structure reformed gracefully being born
On the pallet of dark grays, concaves and spirals
Kaleidoscope into a Eiffel
It ripples then it tidals, vacillates then it virals
Babylons then it Bibles and others
And tell me of the spinning mothers
And today's mathematics for beloved
And beasts' bellies covered like the cummerbunds of butlers",Lupe Fiasco|||Little Death|||33,0,
Lupe Fiasco|||Little Death|||33|||1,Lupe Fiasco,Little Death,"How was your day?
Can I make what you say what I wanna hear?
Cause I want you here
The hell that we raised
To the heavens do anything for
La petite mort, la petite mort",Lupe Fiasco|||Little Death|||33,1,
Lupe Fiasco|||Little Death|||33|||2,Lupe Fiasco,Little Death,"They keep the bottles just to make glass houses
Then climb up to the second floors and throw rocks out it
Then expect not a volley in reply
Some place vulnerable like probably in the eye
What of the chicken? What is it missin'? Is it dry?
Did it die in some inhumane conditions so it didn't go relaxed
And the tension from its demise
Pulled all of the flavor from the fat and made it flat
And rather lifeless, well there's a place
That has a stunning turbot and more mercifully murdered Pisces
But barbaric are still the prices
It's rather niceless, apricot in dices and fromage slices
My son will call risotto rices
If and when he's left to his own devices, well
How is your memory? Is it returning like a lemon tree
To bear bitter fruit of what you meant to me?
Or was it slippin' like permission? Am I trippin' like field
I feel I'm grippin' but maybe the transmission
Still left out the life, also left out the will, grief
Will cheese never touch your teeth
Maybe like kosher beef
Is it real? Is it real? Is it real? Ha, hah!",Lupe Fiasco|||Little Death|||33,2,
Lupe Fiasco|||Little Death|||33|||3,Lupe Fiasco,Little Death,"Howl at the day
Can I make you my prey?
Cause I want you dear, ooh, I want you dear
The hell that we raised
To the heavens make symmetries for
Our petite mort, our petite mort",Lupe Fiasco|||Little Death|||33,3,
Lupe Fiasco|||Little Death|||33|||4,Lupe Fiasco,Little Death,"So glad you're back
But not glad at that you're glatt
Where is the glamour in collapse?
Where in the shatter of the facts shoves one back to a pattern of stab wounds?
Swoon ridden goons consumed and driven mad soon
The atelier slowly fills with baboons
And other monkey business
Where killers go free cause the junkie's a funky witness
Runny mascaras from the cunning mask wearers of death
Bygone errors, sittin' like two oil derricks
Separated by a sea of cooling num nums
Reminiscing of an every day playing hum drum
Where recognition went unnoticed
And then solidified till it was stoic
We should've been poets
Somewhere between amateurs and grandmasters of iambic pentameter",Lupe Fiasco|||Little Death|||33,4,
Lupe Fiasco|||Little Death|||33|||5,Lupe Fiasco,Little Death,"How are your chains?
Do they make you behave?
Keep you over here, by your overseer
Fallen from grace
Down from Heaven to memories' floor
La petite mort, la petite mort
<\Lyric>```",Lupe Fiasco|||Little Death|||33,5,
Lupe Fiasco|||Unforgivable Youth|||34|||0,Lupe Fiasco,Unforgivable Youth,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Unforgivable Youth <\Song title>
<Lyric> 
This world, my heart, my soul
Things that I don't know
The icicles they grow
They never let me go
Scars are left as proof
But tears they soak on through
Things I've done
My young
My unforgivable youth",Lupe Fiasco|||Unforgivable Youth|||34,0,
Lupe Fiasco|||Unforgivable Youth|||34|||1,Lupe Fiasco,Unforgivable Youth,"With land on the horizon and passion in their eyes and
What they think are islands are much more in their size and
Bountiful and plentiful and resource to provide them
Supplies slim, morale once so heavily inside them
Now steadily declining
Return is not an option as necessity denies them
With this they choose to dive in
Now along the shore and so aware of their arriving
Are the children of this land prepared to share in their surviving
A pageantry of feathers stands his majesty with treasure
Not the material things of kings that could never last forever
But secrets of the spirit world and how to live in harmony together
Unbeknownst to him his head would be the first that they would sever
And stuck up on a pike up along the beach
Kept up as a warning to the rest to turn away from their beliefs
And so began it here, and for five hundred years
Torture, terror, fear 'til they nearly disappear",Lupe Fiasco|||Unforgivable Youth|||34,1,
Lupe Fiasco|||Unforgivable Youth|||34|||2,Lupe Fiasco,Unforgivable Youth,"Ways and means from the trade of human beings
A slave labor force provides wealth to the machine
And helps the new regime establish and expand
Using manifest destiny to siphon off the land
From native caretakers who can barely understand
How can land be owned by another man?
Warns, ""One can not steal what was given as a gift;
Is the sky owned by birds and the rivers owned by fish?""
But the lesson went unheeded, for the sake of what's not needed
You kill but do not eat it
The excessive and elitists don't repair it when they leave it
The forests's were cleared, the factories were built
And all mistakes will be repeated
By your future generations doomed to pay for your mistreatments
Foolishness and flaws, greed and needs and disagreement
And in your rush to have the most, from the day you left your boats
You'll starve but never die in a world of hungry ghosts",Lupe Fiasco|||Unforgivable Youth|||34,2,
Lupe Fiasco|||Unforgivable Youth|||34|||3,Lupe Fiasco,Unforgivable Youth,"As archaeologists dig in the deserts of the east
A pit a hundred meters wide and a hundred meters deep
They discover ancient cars on even older streets
And a city well preserved and most likely at its peak
A culture so advanced, and by condition of the teeth
They can tell that they were civil, not barbaric in the least
A society at peace. With liberty and justice for all
Neatly carved in what seems to be a wall
They would doubt that there was any starvation at all
That they pretty much had the poverty problem all solved
From the sheer amount of paper, most likely used for trade
Everything's so organized. They had to be well behaved
Assumed they had clean energy, little to no enemies
Very honest leaders with overwhelming sympathies
Religions kinda complex. Kinda hard to figure out
But this must be the temple
This White House
<\Lyric>```",Lupe Fiasco|||Unforgivable Youth|||34,3,
